name,review,star,review_num,ave_star,positive?
블루보틀 성수 카페,라떼가 뛰어나게 맛있는지는 잘 모르겠지만,4.0,153,3.9,0
블루보틀 성수 카페,나 화낫어좋아요 개 감사합니다 하나는 내가누름,5.0,6,5.0,0
블루보틀 성수 카페, 오후시경 방문외근 나갔다가 동료분과 함께 간 블루보틀입니다 호지차 카푸치노와 스콘오렌지 크림치즈 마들렌 주문했습니다 호지차 카푸치노는 호지차 향이 너무 약해서 그다지 스콘은 라즈베리잼이 맛있어요 오렌지 크림치즈 마들렌은 너무 달고 오렌지 풍미가 부족하고 치즈 맛도 잘 못 살린 것 같아요 주문 받으시는 직원분 말투와 태도가 불친절하고 기분 나빠서 다시 가고 싶지 않습니다 공간은 테이블간 간격이 비교적 넓어서 코로나여도 좀 안심할 수 있는 카페였습니다재방문 의사 없습니다,2.0,95,3.4,1
블루보틀 성수 카페,드립이 먼저 제조됐는데 같이 주문한 아메리카노 순서가 아직 안됐다고 더 기다려 같이 받아야 된다 함 향 날아가고 식으며 드립 메리트 없어짐 아메리카노는 물양이 적다고 미리 양해 구하길래 뜨거운물 같이 달라니 안된다고 커피 다 마시고 나서 요청하면 줄 수 있다 함 위장에서 섞어야 함쟁반도 못 봄 컵만 들고 날라야 함그냥 모든 것이 회사입장에서 원칙이 적용되는 느낌직원들의 응대는 아주 친절하나,1.0,54,3.1,1
블루보틀 성수 카페,무난합니다,4.0,11,3.8,0
블루보틀 성수 카페,기대이하,2.0,125,3.7,1
블루보틀 성수 카페,왜가지여기,1.0,141,3.2,1
블루보틀 성수 카페,가격은 합리적인가 커피 맛는 있는가 자리는 편한가,1.0,3,3.7,1
블루보틀 성수 카페,커피맛없음 너무비쌈 자리불편 주차불가 커피빈 압승,1.0,14,3.3,1
블루보틀 성수 카페,커피맛을 모르는 인이지만 유명한 커피 도전 맛나요 ㅎㅎ,5.0,20,4.8,0
블루보틀 성수 카페,싱글 오리진 라떼 최고네요 요즘은 웨이팅도 적어서 더 좋음,5.0,182,3.8,0
블루보틀 성수 카페,블루보틀음 사진이나 찍으러 가야지웨이팅길고 의자 불편하고커피음그래쫌그래,2.0,24,4.4,1
블루보틀 성수 카페,그냥 한번쯤 가볼만한 카페,5.0,28,4.0,0
블루보틀 성수 카페,줄서고 자리 기다리고 마시기엔 커피맛이 너무 기대 이하인 곳,2.0,5,3.8,1
블루보틀 성수 카페,줄서서 먹을 정도인가,2.0,"2,627",3.3,1
블루보틀 성수 카페,친절해요,5.0,17,4.8,0
블루보틀 성수 카페,분위기 좋아요,5.0,44,3.6,0
블루보틀 성수 카페,넘친절하게 설명도잘해주시고 세심함을 느꼈습니다,5.0,232,3.7,0
블루보틀 성수 카페,정신없고 바쁜 와중에도 계속 인사해주고 커피 신맛 싫어한다 말했더니 추천도 해주시고 매우 친절앞에서 큐알체크해주시는 분이 매우 활기차게 인사해주심  유행 시들해질 쯤 가니 웨이팅 적고 좋음ㅎㅎ근데 신맛은 진짜 진짜 맛없음,5.0,322,4.1,0
블루보틀 성수 카페,주문중에 지인이랑 더현대서울 블루보틀에서 마셨던 싱글오리진 라떼가 별로였었다 대화했는데 그걸 들으시곤 정성스럽게 싱글 오리진 라떼를 서비스로 만들어주셨어요 이런게 요즘 시대에 사라진 진짜 서비스라 생각됩니다 감사합니다 새별 바리스타님,5.0,147,4.0,0
블루보틀 성수 카페,줄이 너무너무 기네요 ㅜㅜ 흑흑,4.0,17,4.8,0
블루보틀 성수 카페,가격대비 맛은 흠다른 커피집 가야겠다,2.0,16,2.9,1
블루보틀 성수 카페,자리가 없으면 입구에서 안내를 해줬으면 함놀라플로트 먹었는데 돈아까움 폴바셋이 훨씬 남컵이 작아서 넘칠 거 같음,1.0,862,3.8,1
블루보틀 성수 카페,특별한 맛은 못 느꼈어요 의자에 머리카락이 많아 더 놀랐어요,2.0,17,3.3,1
블루보틀 성수 카페,좋아요,5.0,14,4.7,0
블루보틀 성수 카페,아메리카노굿,4.0,31,4.2,0
블루보틀 성수 카페,귀리우유로 만든 라떼 진짜 먹어본 것 중 최고였어요 왜 블루보틀 하는지 알겠어요 자리가 부족해서 아쉬웠지만 전반적인 경험은 좋았어요,5.0,7,3.9,0
블루보틀 성수 카페,굳,5.0,25,4.2,0
블루보틀 성수 카페,그냥 그래요,2.0,118,4.4,1
블루보틀 성수 카페,커피너무 맛있어용 맛있는커피 마시러가기 좋은곳  작업공간은 콘센트도 와이파이도 없어서 불가능,5.0,33,3.8,0
블루보틀 성수 카페,생각보다 괜찮네요,4.0,157,3.9,0
블루보틀 성수 카페, 아 취한드아 놀라 마티니 마시따가격보고 두번 놀라,5.0,7,4.3,0
블루보틀 성수 카페,아메리카노보다는 카페라테를 추천,4.0,38,3.6,0
블루보틀 성수 카페,스벅 갈게,2.0,87,2.4,1
블루보틀 성수 카페,기대없이 갔는데 뉴올리언스 맛났어요  자리는 불편했지만 가격만 아니면 괜춘할듯,3.0,118,4.6,1
블루보틀 성수 카페,인스타용 맛은 별로,3.0,356,4.7,1
블루보틀 성수 카페,직원분들 너무너무너무 친절해요 서비스 교육은 진짜 최고이신듯 합니다,4.0,21,4.5,0
블루보틀 성수 카페,맛만 따진다면,5.0,593,3.7,0
블루보틀 성수 카페,정신없고 음료 맛도 없음,2.0,25,3.4,1
블루보틀 성수 카페,잘 모르겠음 세련된 분위기는 좋음,2.0,7,3.4,1
블루보틀 성수 카페,메뉴는 잘 골라야할듯저는 추천받아 맛있게 마셨습니당,4.0,45,4.5,0
블루보틀 성수 카페,미국 블루보틀이랑 맛 비슷하고 맛있어요  건축물이 감각적이고 멋있습니다,5.0,9,4.0,0
블루보틀 성수 카페,주위 다른 카페들에 비해 가격이나 맛이나 그닥,2.0,318,3.0,1
블루보틀 성수 카페,지나가다가 가봤는데 괜찮음ㅎ,4.0,3,4.3,0
블루보틀 성수 카페,전 커피맛은 만족이요시그니쳐 라테 아메리카노 둘다 괜찮더라구요또 생각나는 맛이긴 합니다매장에 자리도 그정도면 괜찮구요사람이 가득하니 말소리가 심하게 울리긴 합니다,5.0,13,3.8,0
블루보틀 성수 카페,주말에 갔는데 웨이팅도 없었고 산미좋아해서 산미강해서 좋았어요 베이커리 가격이 좀 사악ㅠ,4.0,79,3.5,0
블루보틀 성수 카페,제 입맛에는 안맞았나봐요 커피 산미 너무 쎄요,2.0,64,4.1,1
블루보틀 성수 카페,점심때 갔는데 엄청 사람 많아서 오래 기다렸어요 대신 그만큼 맛이 좋아서 기다린 보람이 있어요,5.0,14,4.1,0
블루보틀 성수 카페,샌프란시스코 그 맛있던 블루보틀특히 케이블카 종점 근처피어쪽은 별로 생각하고 마셨다가 아이스라떼 던져 버릴뻔 이건 정말 위해서 하는 말인데요커피는 같을텐데맛이 없다는건바리스타 머신둘중 하나입니다,1.0,39,4.3,1
블루보틀 성수 카페,킹시국에도 사람 많은데 놀라플롯보다 폴바셋 라떼가나음 유자 피즈도 맛없음 후 자리 없어서 나와서 밖에 공원벤치에서 먹어야됨,2.0,469,4.1,1
블루보틀 성수 카페,비싸고 양적고 밍밍함 왜 인기많은지 몰겠네,2.0,87,3.7,1
블루보틀 성수 카페,누구인가 누가 라떼 맛집 소리를 내었어,1.0,57,3.7,1
블루보틀 성수 카페,흐음,2.0,20,4.2,1
블루보틀 성수 카페,아직도 사람이 이렇게 많을줄이야매장은 지하인데 계단이랑 층까지 줄입니다당연히 자리 잡는거 거의 불가능해보이구요일주일치 운을 몰빵해야 앉을수 있습니다눈치게임 장난 아니에요 다들 서서 서성서성뉴올리언스 마셨는데 너무 맛없어서 놀랄정도이게 무슨 맛이지 그냥 평범한 라떼정도도 아닙니다맹맹하고 이맛도 저맛도 아닌맛은 너무 실망했습니다텀블러나 머그 뱃지 등 굳즈는 예쁩니다,1.0,534,3.6,1
블루보틀 성수 카페,굳이 한국에 커피 맛있는 곳 널렸어요 거기에영어간판 유자를 일본식발음으로인터뷰에서도 느꼈지만 사장이 엄청난 친일,1.0,27,2.9,1
블루보틀 성수 카페,의외로 롱블랙이 맛있었다,3.0,11,4.7,1
블루보틀 성수 카페,여길 왜 줄까지 서가면서 먹냐 음료 나오면 주섬주섬 영수증 챙겨가야 하고영수증 안 갖고 오면 돌려보냄 쟁반도 안 줘서 커피잔에 디저트접시에 뭐에 손 모자라면 옆구리에 잔 끼고 와야 하고 미국식이라면서 절대로 쟁반 안 줌 일행이 뒤늦게 오기라도 하면 출입 함부로 할 수 없어서 반드시 밖으로 나가서 일행이라는 걸 인증하고 데리고 와야 하는 곳인데,1.0,299,3.5,1
블루보틀 성수 카페,기대를 많이했나 별로다,1.0,48,3.8,1
블루보틀 성수 카페,커피도 맛있고 좋아요,5.0,1,5.0,0
블루보틀 성수 카페,성수동 건물은 외관이 이렇다할 특색이 없음엄청나게 울리는 잡음들 쟁반을 안주는 예의 일하는 직원들도 공감할 것음료 베이커리 커피 모든 메뉴들의 맛들이 내는 돈의 가치를 능가하지 못함 메뉴얼대로 훈련된 친절함브랜치 확장은 일본에서 끝냈어야하지 않았을까,1.0,18,1.7,1
블루보틀 성수 카페, 별로임,1.0,25,2.8,1
블루보틀 성수 카페,블루보틀 역삼보다 넓은데인테리어나 조명이 훨씬 떨어짐의자도 너무 없고 줄서서 먹어서 더 정신없음커피맛은 비슷하나 아이스크림 너무적게주고지점마다 차이가 있는듯,4.0,112,3.6,0
블루보틀 성수 카페,왜 가는지,2.0,154,4.3,1
블루보틀 성수 카페,핫플답게 자리가 없을 정도로 사람에 많았는데 외관이랑 달리 건물 내부에 생각보다 테이블이 많이 없었음 최악이였던건 기다려야하길래 직원분께 따로 웨이팅 명단같은거 없냐니까 없다고 자리는 알아서 찾아야한다고 함 그러면 나보다 늦게 온 사람이 먼저 자리에 앉아버리면 기다린 사람 입장은 뭐가 되는건지 블루보틀은 처음이라 기대했는데 이상한 시스템에 실망만 하고 그냥 나옴,1.0,91,4.0,1
블루보틀 성수 카페,처음 방문해보는 거라 뭘 골라야 할지 몰라서 배가 고픈대로 그냥 라떼를 시켜봤는데 보통 라떼를 마시면 뒷맛이 텁텁한 게 있는데 블루보틀 라떼는 그런 게 없더라구요 원두는 싱글 오리진 기본 가격에 원두 가격까지 따로 있어서 당황했고 넘 비싸다고 생각했는데 비싼 만큼의 값을 하는 것 같았어요 근데 직원은 조금 불친절,4.0,89,3.7,0
블루보틀 성수 카페,라떼를 그닥 좋아하지 않는데도 맛있었어요 줄만 오래 기다리지 않으면 종종와서 먹을것 같네용 스콘은 제취향 아니었음 ㅜ,4.0,627,3.6,0
블루보틀 성수 카페,저는 별다방보다 좋아요라떼 맛있더군요 하도 사람들이 별로라고 해서 기대를 안해서 그런가 전 대만족,5.0,16,3.8,0
블루보틀 성수 카페,워낙 유명해서 ㅎㅎ 믿고 마시는데라 갈때마다 좋아요 라떼도 고소하고 마시고 나와서도 좋은 곳,5.0,28,4.9,0
블루보틀 성수 카페,카페라떼 제입맛엔 싱거웠어요서비스나 매장환경 등은참좋지만아성에 비하면 커피맛은 아쉽네요,2.0,162,4.2,1
블루보틀 성수 카페,라떼는 정말 최고 다만 주문하면 불러서 오게하는 시스템이면서 왜 쟁반을 안 주는지 모르겠다 음료나오면 일행 다같이 일어나서 받으러 가야함 쟁반없이 음료 담긴 컵 들고와야하는데 내 손은 두개뿐이라아슬아슬하게 들고오는데 계단있고 북적북적해서 음료 다 넘치고 난리ㅠ 근데 라떼는 너무 맛있다 커피 잘 한다 마들렌 먹지마세요 리얼 맛없고 비쌈,4.0,211,4.0,0
블루보틀 성수 카페,굳이,1.0,8,4.5,1
블루보틀 성수 카페,그냥 동네 스벅을 가고 말지,1.0,84,3.8,1
블루보틀 성수 카페,장점 아 거기 하고 아는 척 가능단점 대기시간 가격 시설 서비스상세설명 공휴일 기준으로 주문까지 최소 분 음료 제조에 분 걸린다 가격 대비 양이 적고 맛은 평이하다 원두를 고를 수 있으나 선택지가 다양하지 않다 면적 대비 좌석 수가 적고 여자 화장실 칸도 부족하다 진동벨이나 안내 화면이 없어서 주문 후 호명할 때까지 카운터를 유심히 지켜봐야 한다 쟁반이 없다 컵을 손으로 들고 날라야 하는데 커피를 작은 컵 가득 주므로 흘릴 위험이 있다 포크도 없다 아니 있는데 안 준다 디저트를 시켰는데 포크를 안 주길래 물어보니 핑거푸드니까 손으로 먹는 거라고 한다 그래도 꼭 필요하면 주겠다며 포크를 구걸하게 만든다 디저트도 가격 대비 양이 적고 맛은 평이하다 카운터 위의 플라스틱 통에서 꺼내 담아 접시만 달랑 주는데 정말 없어 보인다 테이블 위의 꽃이 시들어 있다소감 사업성이 있다고 판단해서 들어왔을 텐데 이렇게 잘될 줄 몰랐던 걸까 아래 혹평들에 모두 공감한다 유명세 대비 모든 면에서 미흡하다 특히 고객 응대의 전문성이 부족하다 공간 자체는 넓고 세련된 느낌인데 직원들은 상당히 매너가 없다 물론 바쁜 건 압니다만 손님이 별로 없었다면 괜찮았을까 서비스 개선 및 직원 교육이 시급하다결론 돈 많고 시간 많고 이해심 많은 사람에게 평일 방문을 추천한다,2.0,69,4.4,1
블루보틀 성수 카페,줄 서서 기다리다가 화장실이 급해 아래로 내려가려는데 직원이 제지하면서 새치기 금지하려고 한다는데 남편이 줄에 계속 서 있고 직원이 계속 보고 있고 어떻게 새치기가 가능하다는 건지 지하철역 화장실 이용하라니 평생 새치기란 걸 해본적이 없는데 파렴치한으로 몰려 너무 황당하고 화났어요 다시는 안 온다하고 나왔지만 매니저한테 강력 항의 못한게 억울하네요,1.0,2,1.0,1
블루보틀 성수 카페,라떼가 유명하대서 먹어봤는데 고소해서 맛있어요 달달한 거 좋아하는 편이라 조금 싱겁긴 했지만 먹을만했어요 직원분들 다 친절하셔서 좋아요,4.0,44,4.7,0
블루보틀 성수 카페,맛이 기대이하에요,2.0,200,3.3,1
블루보틀 성수 카페,줄서서 먹고 빡침이,1.0,68,2.2,1
블루보틀 성수 카페,추석 연휴 첫날 근처 식당에 갔다가 대기시간이 있어서 들렀다 다행히 대기없이 들어가서 커피 시키고 둘러보다가 커피를 받아서 먹다가 시간에 맞추어 나왔다 우리는 커피 맛에 만족했다,4.0,3,4.3,0
블루보틀 성수 카페,기다리는 시간이 오래걸리긴 하지만 맛있어요,5.0,3,4.7,0
블루보틀 성수 카페,주문하기까지 기다리는건 뭐 그렇다 쳐도주문하고 나서 라떼를 받는까지 분 정도 걸렸습니다진동벨도 없으니 그냥 그 앞에 서서 기다려야 주문할때적은 닉네임을 불러줍니다엄청 시끄러워서 언제 부를지 신경을 곤두세우고 들어야 했습니다이런 불편한 시스템때문에 다시는 찾지 않을것 같습니다라떼 하나 받으려고 그 앞에 분이상 언제 이름불러줄까기다리는것 자체가 엄청 스트레스였습니다진동벨은 없고 번호가 안나오더라도 최소한 전광판에 몇번까지 진행되고 있는지라도 나오면 좋겠네요,2.0,39,3.4,1
블루보틀 성수 카페,커피향이 풍부한 느낌은 아녔어요 라떼도 그냥 쏘쏘 기다릴만큼은 아니네요 대기가 없고 가까우면 갈거같아요,2.0,18,3.8,1
블루보틀 성수 카페,오픈날가서 세시간이나 기다리고 마셨습니다 미국에서 한번 마셔봤지만 그냥 향수병에 한번 가봤는데 솔직히 이벤트성이 매우 큰 느낌이었습니다 일단 음료 가격에서 그 정도 가치를 하는가는 크게 모르겠습니다 높은 가격이니 그 정도 퀄리티는 해야 하는 느낌 스페셜티를 한국에 알리는 기여도를 인정해서 별 개를 주었습니다 굿즈랑 인테리어는 마음에 들고 대부분의 직원들이 친절하였습니다,4.0,155,4.3,0
블루보틀 성수 카페,지하철 바로 앞이라 위치는 찾기편해요 커피는 솔직히 평범해요 굳이 찾아갈 정도는 아님,3.0,166,4.8,1
블루보틀 성수 카페,맛이 그닥,1.0,109,3.5,1
블루보틀 성수 카페,줄 없음뉴올리언스 짱 맛있음,5.0,124,4.7,0
블루보틀 성수 카페,빈속에도 편안함호불호가 갈리는 맛깔끔하고  후레쉬했다역시 드립커피주차못해 아쉬움이용할 수 있는 주차장 멀다,4.0,51,3.5,0
블루보틀 성수 카페,줄 서서 마실 이유가 없는 맛과 가격,2.0,25,4.2,1
블루보틀 성수 카페,라떼 맛   우유맛 좀 진하게 해달라니까 겁나 띠껍게 쳐다보면서 처음부터 왜 말 했냐면서 샷 추가 이천원이라고 함 처음부터 맛이 이 ㅈㄹ인줄 어떻게 앎  직원들 매너 좋고 친절하다는 건 초기 오픈 행사 기간만 해당하는 듯 평일 낮에 삼십분 기다렸는데 절대 그만큼의 가치가 없음,1.0,7,2.7,1
블루보틀 성수 카페,시간의 기다림저에겐 너무 특별하게 다가왔네요 모던함과 클래식함을 아우르는 듯한 인테리어와 외관 기다림도 특별하게 만드는 매력이 있었습니다 거기에 커피도 아주 만족스러웠습니다 다른 곳에서 도저히 만날 수 없는 깊은 풍미 호평과 혹평이 교차하지만 저는 호평쪽에 한 표 던집니다,5.0,16,5.0,0
블루보틀 성수 카페,라떼를 평소 즐겨 마시는데 아이스 라떼는 균형있고 향이 좋다고 생각했어요 워낙 오픈 때부터 핫한 장소라 엄청 기대하고 가신 분들은 어땠는지 모르겠지만 커피를 즐기는 한사람으로서 매우 만족스러운 라떼였어요 뉴올리언스는 생각보다 가벼운 맛이었지만 뉴올도 향이 좋아서 나름 만족했어요,5.0,24,4.3,0
블루보틀 성수 카페,요즘엔 음식점 내부가 이 모양이어도 장사가 가능한가봄신기하네싼 폐건물 사가지고 바닥만 청소하고 가게차려도 호구들이 많아서 잔뜩 와주겠구나돈벌기 쉽넹,1.0,318,3.4,1
블루보틀 성수 카페,그렇게 유명하다길래 시간 넘게 서서 갔다왔는데인스타충이면 가는거 추천커피 주시는 직원분들은 친절하셔서 좋았어요그런데커피 결국엔 다 못먹고 버림,1.0,23,3.7,1
블루보틀 성수 카페,멀쩡한 층에 로스터리실과 바닥을 파서 중정을 내었다 사람들은 막만든 인더스트리얼 컨셉이라고 짧막하게 유난을 떤다 하지만 나에겐 답답한 오퍼레이팅을 지울만한 용기있는 공간구성과 지브롤터의 맛을 기억하는 이상 점이다,5.0,28,4.0,0
블루보틀 성수 카페,오늘 가보려고 합니다 블루보틀은 미국에서부터 유명했던 곳이기에 기대가 많이되네요,5.0,8,4.5,0
블루보틀 성수 카페,뉴올리언스는 괜찮으나 아메리카노는 별로시간대비 아쉬운 가격과 맛한번이면 족합니다인싸할바에야 아싸하고 안가겠습니다,2.0,177,3.6,1
블루보틀 성수 카페,왜 기다리는 지 모르겠음 허영심,2.0,17,2.4,1
블루보틀 성수 카페,일행이 아래에서 기다리고 있는데 내려갈 수 없다고하네요 직원말로는 일행하고 합류 금지라고 공지하고 있다고 하는데 저도 일행도 들어본 적 없습니다 최악의 서비스 비싼 가격까지 절대로 가지 않을겁니다,1.0,6,3.0,1
블루보틀 성수 카페,생각보다 한국인의 커피수준이 높다고 느꼈다 중간정도의 무난함 굉장히 맛있다는 아님 프랜차이즈는 그저 프랜차이즈매장이 생각보다 작다,2.0,34,3.2,1
블루보틀 성수 카페,저는 우리동네 카페가 더 괜찮은곳이 많네요 구지 고만고만한 커피마시자고 기다려서 먹지않으려구요,1.0,24,3.5,1
블루보틀 성수 카페,대한민국 블루보틀 호점이 바닥이랑 천장 마감도 제대로 안 해서 시멘트 가루가 펄펄 날리다니 진짜 힙스터놈들의 죄가 크다,1.0,35,3.2,1
블루보틀 성수 카페,에스프레소 맛을 보고 느낀점은 이 업체가 한국 소비자의 수준을 너무 낮게 생각하고 있는것을 느꼈습니다 에스프레소를 기대하고 오신 분들께는 절대 추천 드리고 싶지 않습니다 설탕이 들어간 라떼 시그니쳐 메뉴는 기이하지 않고 평범했습니다 브류잉은 메뉴얼이 있는듯 보였지만 에스프레소와 마찬가지로 가스가 빠지지 않은 상태에서 손님에게 제공합니다 노란 웨이브 필터 종이맛이 나며 특징이 없었습니다,1.0,61,3.9,1
블루보틀 성수 카페,텀블러에 온통 찍힌 자국이 보여서 구매한 여러개 중에 심한 거 딱 하나 교환하러 갔더니 첫 대응이 확인하고 구매한거 아니냐 혹시 확인해봤음 이더군요 기본적으로 물건에 이상이 있는지 확인부터 해보는게 맞지 않을까요 응대에 매우 실망했습니다,1.0,64,3.0,1
블루보틀 성수 카페,줄서는게 좀 힘들었긴 했는데 라떼 시켰는데 진짜 먹어본 것 중에서 젤 맛있었음,4.0,10,3.9,0
블루보틀 성수 카페,인스타그램 업로드용 커피집  여길왜가,1.0,80,3.0,1
블루보틀 성수 카페,여기 예전에 칼국수랑 삼계탕 팔던 건물이였음ㅋㅋㅋㅋㅋㅋ건물주분 ㄹㅇ 로또 맞으심 ㅜㅜ ㅋㅋㅋㅋ사람일은 진짜 모르는듯 성수동 서울숲은 예전에 경마장 짓는다고해서 말똥냄새 가득했던 지역이고 성수동은 공장지대였는데ㅎㅎ 성수동 힙해라ㅏㅏㅏ,5.0,343,4.9,0
블루보틀 성수 카페,거품빠지면 방문해야할듯 너무 줄이 길고 힘듬,1.0,33,2.2,1
블루보틀 성수 카페,별로,1.0,74,3.9,1
블루보틀 성수 카페,네이버 블루보틀 뉴스에 줄서는거 욕하는 방구석 댓글충들 한심 ㅋㅋ 왤케 베베꼬였냐 불쌍하기도 하고,5.0,169,2.3,0
블루보틀 성수 카페,줄 서는 재미가 있습니다,5.0,99,4.0,0
블루보틀 성수 카페,좋네요,5.0,19,3.5,0
센터커피 서울숲점,따스한 서울숲의 햇볕과 함께  좋은 커피를 즐길 수 있는 곳,5.0,51,3.5,0
센터커피 서울숲점,사울숲이 보이는 핸드드립 전문점,4.0,184,3.8,0
센터커피 서울숲점,정말 좋아했는뎅가격이 좀 아쉽고용 공간이 넘 없어용 드립커피 향이 좋았어요어떤날은 좀 향이 이상하고 기복이 있지만 또 기대하며 가게되는곳,4.0,12,4.5,0
센터커피 서울숲점,브루잉을 잘못하신건지 너무 별로였어요 소개받고 기대 많이하고왔는데,1.0,45,2.6,1
센터커피 서울숲점,타지에서 지인한테 추천받고 왔는데 맛있게 마셨어요 커피콩도 따로 구매했어요,5.0,157,4.9,0
센터커피 서울숲점,한때는 성수동에서 제일 취처 커피 카페였지만,5.0,25,4.5,0
센터커피 서울숲점,커피는 맛있으나 직원 응대가 너무 실망스럽습니다게이샤를 주문했는데 커피와 원두 카드 주고 가져가시면 된다고 응대 끝아무런 설명도 없었고 단골로 보이시는 두 분 응대하시느라 전혀 신경써주시지 않아서 불쾌했습니다,1.0,11,3.9,1
센터커피 서울숲점,뷰 좋고 맛 좋은 드립커피가 유명한 카페입니다피크시간에는 자리찾기 힘듭니다,5.0,2,3.0,0
센터커피 서울숲점,사람 많고 시끄러움커피 기대했는데 향이 좀 날아갔더라고요 세계 대회 입상급 유명 바리스타집들 중 좀 별로인편오히려 쑥라떼 개존맛,4.0,88,3.5,0
센터커피 서울숲점,게이샤의 기억적포도향의 권위자,4.0,147,2.1,0
센터커피 서울숲점,커피는 별로 뷰만 좋음본인은 유튜뷰에서 드리퍼 레시피 올려주고 하는데 정작 매장에서는 침출식 드리퍼 씀,2.0,147,3.3,1
센터커피 서울숲점,진짜 커피 마실 때마다 갑니다 커피맛 죽여줍니다 괜히 블루리본이 그렇게 많은 게 아닙니다,5.0,8,3.5,0
센터커피 서울숲점,서울숲을 보면서 멍때리기 좋아요 커피 맛도 너무 좋구요,5.0,184,3.8,0
