name,review,star,review_num,ave_star,label
인크커피 가산 플래그십 스토어,이쁘고 좋고 커피맛 괜찮은데카페인 약한분은 여기 녹차라떼 드시지 마시길마실땐 진해서 좋앗는데커피보다 카페인이 많은거 같네요 ㅠ,2.0,35,2.8,1
인크커피 가산 플래그십 스토어,공간이조아요,5.0,23,4.8,0
인크커피 가산 플래그십 스토어,탈가디라는말이 무슨말인지 가게입구에서부터 확 와닿았습니다 커피가 진한느낌입니다 음료전반적으로 맛있고 토마토식빵은 잼이 너무 조금들어가있어 실망했습니다 흑임자롤 맛있어요,4.0,457,3.2,0
인크커피 가산 플래그십 스토어,오렌지자몽얼그레이케이크 이거 임 개맛있음,5.0,6,1.7,0
인크커피 가산 플래그십 스토어,이 근처에는 없는 느낌맛있는데 커피가 많이 진했어요,5.0,87,3.2,0
인크커피 가산 플래그십 스토어,트리가 있고 카페가 넓어서 좋아요 레몬마들렌도 맛남,5.0,217,4.5,0
인크커피 가산 플래그십 스토어,다른 후기들처럼 정말 탈가산 바이브커피랑 베이커리맛은 평범 맛있다인데 공간도 층까지 여러 테마로 있고 매우 넓고 화장실도 좋음,5.0,12,4.1,0
인크커피 가산 플래그십 스토어,핫초코에서 꼬랑내 나고 커피는 볶은지 좀 오래된 맛 분위기는 좋았음,2.0,21,2.2,1
인크커피 가산 플래그십 스토어,대형 카페같지 않게 직원분들이 친절하시네요 식기부터 인테리어까지 눈 닿는 모든 곳에 빈틈 없이 신경을 많이 쓰신것 같아요,5.0,7,4.6,0
인크커피 가산 플래그십 스토어,디저트랑 음료 다 맛있어요 ㅎ,5.0,29,4.4,0
인크커피 가산 플래그십 스토어,가격대비 양이 좋습니다ㅎㅎ베이커리 중 케이크는 별로네요,5.0,275,3.3,0
인크커피 가산 플래그십 스토어,커피가맛있어요,5.0,29,5.0,0
인크커피 가산 플래그십 스토어,최애카페화장실 깨끗하고 직원분들 친절하시구공간도 너무 좋아여음료도 맛있어요,5.0,1,5.0,0
인크커피 가산 플래그십 스토어,그냥 그랬어요,3.0,128,4.6,0
인크커피 가산 플래그십 스토어,가산에 생겨쥬셔서 감사합니다라떼 맛있어용,5.0,22,4.3,0
인크커피 가산 플래그십 스토어,인크슈페너는 먹지마시길  ,5.0,1,5.0,0
인크커피 가산 플래그십 스토어,여기가 어케 가산,5.0,4,5.0,0
인크커피 가산 플래그십 스토어,탈가산 그 자체,5.0,10,4.3,0
인크커피 가산 플래그십 스토어,근교에 나온 것처럼 탁 트인 공간감이 정말 귀한 곳 층마다의 컨셉이 조금씩 달라 재밌습니다 자주 가고 싶은 카페입니다,5.0,1,5.0,0
스미다,예쁘고 조용하고 달콤한 카페입니다 점심시간에는 좀 붐빌지도 모르겠네요 이 근처에 디저트 제대로 하는 카페가 거의 없어서 열심히 찾다가 왔는데 너무 좋습니다 분위기에 어울리는 음악도 좋네요,5.0,19,4.6,0
스미다,평이 좋아갔는데 전반적으로 비교적 가격대가  높고 옆가게 찌개등 냄새가 많이 들어왔어요 분위기나 친절함은 좋았음,2.0,122,3.4,1
스미다,분위기도 넘 좋고 스콘 맛있어요,5.0,109,4.1,0
스미다,에이드가 진짜 특이한 맛인데 엄청 맛있어요 분위기도 넘좋음  ,5.0,11,5.0,0
스미다,가산에 없는 분위기임 예쁨 파블로바 는 너무 셔요 다른 음료는 전체적으로 단데 커피는 맛있음,4.0,102,4.1,0
스미다,분위기도 좋고 따듯한 느낌의 조명 덕분에 더 맛있게 느껴졌어요 사장님도 친절하시고 좋았습니다,5.0,2,5.0,0
스미다,분위기도 이쁘고 사진 찍을곳도 많아서 좋아요,5.0,2,5.0,0
스미다,맛있네요,5.0,1,5.0,0
스미다,맛이좋네요 담에또올게요,4.0,2,4.5,0
스미다,주말에 문 연 곳 찾아갔는데 너무 좋았어요분위기 있고 디저트 종류도 다양하고 음료도 맛있고 보드게임도 있어서 잘 놀고 왔습니다 분위기는 조용한 편이였고 조금 좁았지만 또 가고 싶어요,5.0,2,3.0,0
스미다,별로에요 티비 왜 나왔는지 잘 모르겠음,2.0,110,3.9,1
스미다,진짜진짜 불친절하고 별 개도 아까워요 진짜 리뷰에 써 있듯이 감시하고 이용시간 먼저 말 해주는게 아니라 통보를 하더라고요나가라고 그리고 사과도 안하는 경우는 무슨 경운지 ㅎㅎㅎ,1.0,12,2.4,1
스미다,가게는 좁은 편인데 내부 인테리어가 예뻐요보드게임도 몇 종류있어서 시간보내기 좋습니다 밤 시간대에 갔는데 사람 꽤 있었어요제가 갔을 때는 사장님도 친절하셨구요음료 맛은 무난했던 것 같아요,4.0,47,4.1,0
스미다,일행이 검색해서 데리고가 준 곳인데 겉보기와 다르게카페 내부가 참 예쁩니다사장님 친절해서 좋았고드립커피 잘하는 곳 카페 스미다  목 인예가체프 드립커피 리얼딸기우유 티라미수케이크 총합계 권꽁치 꽁치필름 꽁치그라피가산동카페 가산동커피맛집가산디지털단지카페 스미다,5.0,401,4.8,0
스미다,좁은거 빼고는 분위도 좋고 음료도 이쁘게 나오고 맛도 괜찮아요 재방문 의사 있습니다,4.0,14,3.2,0
스미다,너무 불친절하셔서 절대 다시 안갈거같아요 이렇게 배려없는 카페 처음노래소리도 크고 계속 감시하셔서불편했어요,1.0,1,1.0,1
스미다,맛있어요 디저트 음료 달달하고 고소하고 진한맛 전부 직접 만든 느낌 물씬 나고 연속으로 몇 일째 갔는데ㅎㅎㅎ 또 갈 것 같아요,5.0,11,4.9,0
스미다,입구가 꽁꽁 숨어있어서 찾기 힘들었지만 들어오면 아기자기하고 아늑한 느낌이 정말 좋아요 과일파블라바 정말 맛있었어요머랭파이 위에 생크림 그리고 과일 ㅎㅎㅎㅎ상큼달콤하고 티도 맛있었습니다ㅠ가성비도 좋고 사장님이 카페에 대한 애정이 있다는 게 느껴지는 아기자기한 디테일이 좋습니다 ㅎㅎ,5.0,1,5.0,0
스미다,여기 분위기 겐춘,5.0,19,3.6,0
스타벅스 가산디지털점,약간 좁지만 친절하고 아늑해요 베이글도 맛있네요,5.0,"2,157",4.1,0
스타벅스 가산디지털점,자허블 마셨는데 진짜 싱거웠어용,2.0,1,2.0,1
스타벅스 가산디지털점,직원분들이 안녕하세요오오 좋은하루되세요오오오로 아카펠라를 해주는 매장,5.0,3,5.0,0
스타벅스 가산디지털점,접근성좋고 스벅커피 말모죠,4.0,2,4.5,0
스타벅스 가산디지털점,깔끔하고좋습니다,4.0,88,2.9,0
스타벅스 가산디지털점,아침 점심에는 사먹기 엄두가 나지 않을 정도로 많은 손님이 있는 매장이다 하지만 직원들의 미소짓는 모습에 커피 한잔을 사러 가는 나의 오늘 하루가 즐거워진다 특히 오래전부터 계속 일하고 있는 직원이 명 있다 년 년 그때부터 봐오던 직원이 있는데 그 직원은 단골 손님들의 닉네임 얼굴을 기억하고 주문한 커피가 나오면 더 따뜻하게 미소지어준다 그 작은 행동이 쉬워보일 수 있지만 결코 쉽지 않은 일임을 알기에 더욱 고맙다,5.0,5,3.8,0
스타벅스 가산디지털점,사람은 많고 알바는 적고  늘 북적거리고  커피도 걍 그래요,2.0,2,2.5,1
스타벅스 가산디지털단지역점,튜메릭 라떼 추천함,5.0,15,4.1,0
스타벅스 가산디지털단지역점,흑임자케익,5.0,90,4.8,0
스타벅스 가산디지털단지역점,토욜 낮에 근무하는 여직원불친절해서 불쾌했어요,1.0,8,1.1,1
스타벅스 가산디지털단지역점,주말 낮 알바분 엄청엄청엄청 친절하셔서 넘 좋아용 여기 주변에 스벅 많은데 앞으로 계속 여기로 갈거에용,5.0,33,4.5,0
스타벅스 가산디지털단지역점,사람개많음,5.0,107,3.7,0
스타벅스 가산디지털단지역점,엄청 친절하심,5.0,186,5.0,0
스타벅스 가산디지털단지역점,매장에서 왜이렇게 담배냄새가 날까요,1.0,26,2.3,1
스타벅스 가산디지털단지역점,친절하다 다만 좀 시끄럽다 ㅎㅎ,4.0,"2,157",4.1,0
퐁퐁플라워 가산센터,굉장히 넓어서 아이들이 다양하게 놀거리가 많습니다포토존도 많아서 아이들 사진찍기도 좋고특히 트램폴린 타다가 조명 꺼지고 노래 나오면 아이들이 정말 좋아합니다,4.0,4,3.5,0
퐁퐁플라워 가산센터,깔끔하고 넓은데 식사는 주문후 한시간 기다려야 함 평일 기준상대적으로 주방의 생선성이 매우 나쁩니다 음식 시키면 시간 이용시간이 연장되는데가격대비 퀄리티 보면 시간 연장 비용이 음식값 포함인 듯 음식 시키실 분은 입장 하자마자 시키세요 아니면 그냥 시간 연장권 쓰고 음식은 근처 맛집에서 시키세요다 좋은데 진짜 음식 조리시간은 너무 심합니다 돈까스와 떡볶이 튀기고 쌂아서 나오는데 시간은 너무하지 않소,4.0,20,3.3,0
퐁퐁플라워 가산센터,넓고 좋아요,4.0,19,3.7,0
퐁퐁플라워 가산센터,현직 어린이집 교사입니다아침에 아이들과 다녀왔는데 정말 재밌고 즐겁게 놀이했어요 장점 넓다  진짜 넓습니다 시원시원하네요 깔끔하다  새로 지어서 그런지 확실히 깔끔하고 구획도 딱딱 나누어져 있습니다 다양하지만 하나로 연결된 놀이시설  퐁퐁플레이짐실내정글짐풀장미끄럼틀그물놀이터가 모두 하나로 이어져 있어 정말 탐험하는 느낌이 납니다  각 테마별로 포인트가 있음  플레이짐낚시  퐁퐁퐁퐁  풀장미끄럼틀대형미끄럼틀레이저포인트로 동작 인식하는 시스템공을 맞추거나 사람이 지나가면 풍선 터지는 등 효과 나옵니다  그물놀이터정말 큰 그물 놀이터 유튜뷰 촬영을 위한 작은 스튜디오가 개 있다  사무실에 문의비용해야하지만 일단 있는 것 자체가 엄청난 메리트 오락기가 꽤 있다  아버님들 고생하십니다 단점 바닥이 꽤 미끄럽다  카페측에서도 강조하시던데 바닥 진짜 꽤 미끄럽습니다 양말 신으실 때 꼭 미끄럼방지 고무 박힌걸로 신으셔야 할 것 같아요 덧신 신으니까 금방 벗겨져요 정수기가 하나다  제가 못찾은건지는 모르겠지만 정수기가 하나밖에 없어서 꽤 불편했습니다 키즈카페랑 아울렛 복도가 완전히 분리된 것이 아니다  대부분 막혀있지만 사이드쪽에 몇몇 구멍이라고 해야하나 사슬화분으로 막은 공간이 있었어요 볼풀미끄럼틀 쪽에 조명이 어둡다  아무래도 빔프로젝트로 영상을 송출해야하니 어쩔 수 없었지만 몇몇 아이들이 무서워했습니다ㅠㅠ 이쪽에 비밀통로 있는데있음 조명이 빤짝빤짝거려서 눈이 아팠습니다 의도는 좋은데 살짝 아쉬운 부분 화장실 테이블석 세면대에 핸드타올이 없다 핸드타올이 없어 살짝 불편했읍니다거리  아이들 만족도  교사 만족도  ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ화 아침에 또 갔습니다 한시간에 한 번씩 퐁퐁댄스타임신나는 가요 개 정도 하는데 엄청 신났어요조명꺼지고레이저쑈 하는데 정말 재미있었습니다 영아 친구들은 조금 위험할 것 같아서따로 한 쪽에서 놀이하고 유아 형언니누나오빠들은 엄청 뛰어다녔답니다카페 식당 구역 바닥에 파란색 테이프로 길을 만들어 넣으면 좋을 것 같아요 아이들이 지나갈 때테이블 요리조리 지나가면서 장난치는데 그러다가 사고가 날 것 같아서요감사합니다,5.0,9,3.4,0
퐁퐁플라워 가산센터,깨끗하고 규모대비 이용객이 많진않은데부모님들 양말착용 엄격하게 하셔야죠오늘 두번째 이용했는데 진짜 많은분들이 맨발로 돌아다니고 방방위에서 뛰고   진짜 더러웠어요애들 미끄럼방지 양말 구입하게 하시는것처럼 부모님들 양말착용 무조건 다 하고들어가게 해주세요집근처라 정기권끊으려고 왔다가 그냥 갑니다,2.0,3,4.0,1
퐁퐁플라워 가산센터,깨끗하고 넓고 좋은것 같아요,4.0,1,4.0,0
퐁퐁플라워 가산센터,매장도 넓고 시설도 깨끗해서 정말 맘에 드네요  놀이가 이것저것 많아서 더 좋은 거 같아요,5.0,1,5.0,0
퐁퐁플라워 가산센터,안에 공기도 깨끗하고 애들이먹는 음식도 괜찮았어요,5.0,6,5.0,0
할리스 가산디지털단지점,딸기,5.0,90,4.8,0
할리스 가산디지털단지점,딸기음료 맛있네요,5.0,81,4.9,0
할리스 가산디지털단지점,남사장 불친절,1.0,16,2.4,1
할리스 가산디지털단지점,주문을 처안받음,1.0,7,3.3,1
할리스 가산디지털단지점,아이스아메리카노 딴지점은 맛있는데 여기껀 구려요ㅜ천원짜리 커피맛이 나요,1.0,36,3.2,1
할리스 가산디지털단지점,빙수하나 시켯는데 분 넘게기다렸네요 가서 물어보니까 알바생 한명 이제왔다고 금방나온다는데 그럴거면 시간 좀 걸린다고 말을 해주던가 아님 주문을 받지를 말던가 불쾌하네요,1.0,1,1.0,1
할리스 가산디지털단지점,자주 오는 곳이지만 항상 친절하다회사 근처에 할리스가 없어 이 곳까지 걸어와야 하지만 감수하고 찾게 되는 곳,5.0,24,3.8,0
스타벅스 독산역점,직원들이 너무 착해천사에요 요즘 인기 많은지 사람이 너무 많고 시끄러워서 공부하러 오는 이들에게는 비추에요,5.0,82,3.6,0
스타벅스 독산역점,평상시에는 한가하다가 평일 시가 되면 주변 직장인들이 우루루 몰려와 대기만 기본 분임그래도 새로생겨서 깔끔하고 직원분도 친절해서 너무 좋아요,5.0,248,4.2,0
스타벅스 독산역점,최근 새로 오픈했는데 지역 특성인지 매번 한가한 편입니다 좌석도 편하고 배치가 좋아서 여유롭게 차마시기 좋습니다무엇보다 직원들이 매우 친절하네요,5.0,2,5.0,0
스타벅스 독산역점,이 근방에서는 가장 큰 스타벅스 매장인거 같아요넓고 좋아요주말에는 가족과 함께 여유롭게 놀 수 있을 듯주말에는 주차하기도 좋아요,5.0,102,5.0,0
502커피로스터스,여기 커피 맛있어요 커피를 판매하진 않는데 원두구매하면 한 잔 주시는 것 같은데 캐릭터가 뚜렷하더라구요 주변에 직장있으신 분들은 원두 떨어지면 여기서 한번 사보세요,5.0,7,2.6,0
502커피로스터스,이 가격에 원두맛을 느낄 수 있어 좋아요,5.0,21,3.6,0
502커피로스터스,근처에 커피제조하는 스테이션이 있어용 여긴 판매만 하는 카페인데 원두향도 좋고 가격도 저렴하고 양도 많아요,4.0,17,3.9,0
투썸플레이스 가산디지털점,여기 오전에 일하는 아줌마 두번이나 주차등록 안해줌,1.0,71,1.6,1
투썸플레이스 가산디지털점,투썸오더로 주문했는데 누락없이 꼼꼼히 포장잘해주셨어요크로크무슈랑 파니니 다 맛있었어요,5.0,27,4.3,0
투썸플레이스 가산디지털점,대박 크리스마스 생크림딸기케익 개구려서 놀람,1.0,8,2.5,1
투썸플레이스 가산디지털점,일요일에 오픈하는 가산 카페 사람이 없어서 좋네요,4.0,3,4.0,0
투썸플레이스 가산디지털점,케익을 시키면 포크도 줘야하는거 아닌가,2.0,3,4.0,1
투썸플레이스 가산디지털점,별개도 아까운,1.0,152,1.2,1
투썸플레이스 가산디지털점,스탬프도 적립안되고직원도 불친절하고 담부터는 안올꺼임이디야나 가야지,1.0,2,1.0,1
스타벅스 가산에스케이점,일하시는분들도 친절하고 깔끔하고 다 좋은데 위치때문인지 사람이너무 많아 복잡함,4.0,88,2.9,0
스타벅스 가산에스케이점,갈때마다  친절하고  서비스도 빠릅니다 자주가요,5.0,1,5.0,0
스타벅스 가산에스케이점,파트너분들 너무 친절하십다,5.0,2,5.0,0
스타벅스 가산에스케이점,작지만 아늑하다,5.0,"2,157",4.1,0
스타벅스 가산에스케이점,스타벅스 직원이 불친절해서 너무 놀랐네요점장님은 일반 바리스타에게 서비스 교육을 좀 제대로 시켰으면 좋겠습니다,1.0,9,2.3,1
스타벅스 가산에스케이점,좋아요,5.0,2,5.0,0
스타벅스 가산그레이트점,캐셔 불친절,1.0,2,3.0,1
스타벅스 가산그레이트점,꾸준한곳,4.0,159,3.7,0
스타벅스 가산그레이트점,마스크 안쓴 사람들 너무 많은 매장 배려심 정말 없네요 나말고 손님명있는데 명전부 마스크미착용 ㅡㅡㅋ 대박 매장이네요,1.0,2,1.0,1
커피베이 가산직영점,직원분들 다 웃는상이신가요 ㅋㅋㅋ완전 친절쓰 베이커리 종류도 많고 커피 할인도 하네여 완전 맛잇네용 ㅋㅋ 점심시간에 사람들 많은 이유를 알겠음강추강추,5.0,2,5.0,0
커피베이 가산직영점,월달 오전 타임 노랑머리염색알바생 안친절함아침일찍일어나서 피곤한듯일 바뀐 알바생분들 너무친절해요인사도 잘해주시고 작은차이가 다시 단골로만드네요,2.0,47,3.4,1
커피베이 가산직영점,노란머리 여자분 알바생 너무 갈구지 마세요 이어폰 껴도 들려서 손님들도 불편해요 ㅠㅠ,2.0,2,1.5,1
커피베이 가산직영점,펜트하우스 촬영했었던 그 지점이네용,5.0,43,4.6,0
커피베이 가산직영점,궁정 보이차로 카페인없는 밀크티 만들 수 있어서 좋아요 안에 엄청 넓고 가격도 저렴하고 직원분들도 친절해요 근데 양이 적어용,4.0,679,3.5,0
커피베이 가산직영점,캐넓음,5.0,214,2.7,0
투썸플레이스 가산하이엔드클래식점,뱅쇼 맛있음,5.0,27,4.1,0
투썸플레이스 가산하이엔드클래식점,맛있는빙수감사합니다 ㅎㅎ,5.0,11,4.4,0
투썸플레이스 가산하이엔드클래식점,스벅은 넘 붐비고 저는 투썸이 널널하고 콘센트있고 좋더라구요 음식도 맛나고 알바생도 친절함,5.0,96,3.8,0
투썸플레이스 가산하이엔드클래식점,음악소리 너무 커요 무슨 클럽도 아니고,1.0,1,1.0,1
투썸플레이스 가산하이엔드클래식점,평소에 집 근처에 있고 깨끗한 편이라 자주 이용하는 편이었음 오늘 매장 방문하여 아이스 아메리카노 한잔에 다른 주전부리 주문 했음 하지만 커피 는 계속 시간이 지나도 나오지 않고 주신 진동벨도 울리지 않아 음료 픽업 자리로 가서음료 나오지 않고 진동벨 울리지 않음상황 설명하니 그때서야 부랴부랴 다소 성의 없는 사과 및 음료 제조 후 주심 어떻게 누락된 것인지에 대함 확인 전혀 없었음 사과는 받았지만 한시간 가량을 기분 나쁜 상태로 아까운 시간만 버림물론 직장가에 가까이 있고 매장이 바쁜 시간이었음 십분 이해하지만 성숙한 대처는 아니었다고 봄 이전만큼 자주 올 것 같지는 않음 그리고 따로 보상을 바라지도 않았지만 누락된데에 후속조치 미흡함,1.0,4,1.0,1
투썸플레이스 가산하이엔드클래식점,맛도 없고 불친절,1.0,152,1.2,1
투썸플레이스 가산하이엔드클래식점,매장은 넓고 쾌적하고 깨끗하고 너무 좋아요음료도 맛있고 디저트도 다양하게 구비되어 있어요직원분들도 친절하셔서 참 좋아요다만 쓰레기 투입구 돌아가면서 계속 날카로운 소름끼치는 소리가 나는데 조치를 안하시더라구요기름칠만 해주면 될텐데 이점이 참 아쉽습니다그리고 매장 특성상 카공족이 많은만큼 와이파이 증설이 좀 필요할거 같아요 이 두 가지 빼고는 너무 좋은 매장입니다 항상 잘 이용하고 있어요 감사합니다,5.0,21,4.6,0
투썸플레이스 가산하이엔드클래식점,매장 안에서 먹고가는데 일회용컵으로 주네요,1.0,26,2.2,1
투썸플레이스 가산하이엔드클래식점,매장도 깔끔하고 분위기도 좋고 조용하고 혼자 공부하기도 좋아요 넘 맘에 듭니다 ㅎㅎㅎ 자주 애용할려구요 ,5.0,2,3.0,0
스타벅스 가산브이타워점,여기 언니 진짜친절해서 삼십대인데 애기 된기분이었어요 넘 다정해요 엄마보고싶네요 ㅠ,5.0,3,5.0,0
