name,review,star,review_num,ave_star,label
피오니 홍대점,맛있어요,5.0,49,3.3,0
피오니 홍대점,진짜 유명해서 한번 먹어봄생딸기가 아니고 절임딸기한조각 원시트도 퍼석하고 크림은 그냥그럼이게 맛있다는 분들은 생딸기를 안드셔보셨거나 생딸기를 너무 많이 먹어서 질려서 맛있으신듯내 돈 내 시간,1.0,69,4.1,1
피오니 홍대점,대체적으로 맛있는데와 엄 청 맛있다는 아닌 ,4.0,31,4.5,0
피오니 홍대점,음료 잔 크기 보고 눈을 의심했어요 손보다 작은 잔에 얼음 가득 들어있는데 음료 진짜 미리는 들어가나요 친구들이랑 갔는데 다 눈을 의심했슴다 그리고 남자 직원분 저한테 화나신줄 알았어여 불친절하심,1.0,19,4.1,1
피오니 홍대점,여기 딸기빙수가 미쳤어요 원인데 진짜저 딸기 절임 한스푼 떠가지고 빙수랑 호로록하면 끝장나요다른거 말고 딸기빙수 꼭 드시길,5.0,18,5.0,0
피오니 홍대점,잊을만하면 생각나는 딸기 케이크희한하게 일년에 한두번 갈 때마다 가격이 계속 오르는걸 보며 나이듦이 실감난다 아쉬움 없는 맛보장집,5.0,9,3.2,0
피오니 홍대점,두조각먹었는데 세조각먹을껄,5.0,8,4.5,0
피오니 홍대점,딸기케잌은 무조건 여기,5.0,6,5.0,0
피오니 홍대점,케이크가 하도 유명하길래 와봤는데 그냥그럼 크림 너무너무 느끼해서 이 한입짜리 조각 하나도 다 못먹을뻔 딸기주스는 맛있음,2.0,49,3.1,1
피오니 홍대점,맛이 바껴서 별로라는 분들 많아서 걱정했는데 생각외로 넘 프레시하고 맛있었습니다ㅜㅜ제철이 아니였는데도 불구하고 딸기도 넘싱싱하고 싱그러워서 생크림이랑 잘맞는 맛이더라구용피오니하면 딸기케익하는이유가 뭔지 깨닫고 갑니다,5.0,36,4.9,0
피오니 홍대점,딸기빙수랑 딸기 케이크가 맛있어요 커피나 타음료는 그냥 평범함 개인적으론 빙수 존맛 근데 사람이 너무 많아서대기자도 있고 눈치 보여요,4.0,92,4.9,0
피오니 홍대점,맛있어요 빙수 케이크 모두 맛있는데 살짝 비싼감 없지 않네요,5.0,43,3.1,0
피오니 홍대점,저는 생각보다 쏘쏘 했던 곳이에요,4.0,168,4.5,0
피오니 홍대점,년 전에는 우유크림이 불호였는데년 후 다시 먹어보니 맛있네늙으니 입맛도 변하나보다별점 올려서 수정함,4.0,329,3.4,0
피오니 홍대점,알바가 잘생김호점 알바도 잘생김초코케이크  안 달아서 좋았음딸기케이크  우수함조각 먹고 한판 포장해감,5.0,24,4.1,0
피오니 홍대점,딸기케이크 엄청 부드럽네요 맛있어요 근데 시간밖에 못 있는 건 아쉽네요,5.0,44,4.7,0
피오니 홍대점,맛있습니다,5.0,137,4.6,0
피오니 홍대점,비싸긴해두 맛은 있다,5.0,47,4.3,0
피오니 홍대점,존맛,5.0,87,4.2,0
피오니 홍대점,솔직히 눈치가 보여서 그렇지 여기 딸기 쇼트케이크 앉은 자리에서 한 판 뚝딱 가능이에요 여성분들 제 말이 틀렸나요,4.0,335,2.5,0
피오니 홍대점,우리는 딸기케이크,5.0,38,4.3,0
피오니 홍대점,빙수 맛집이여유,4.0,33,4.2,0
피오니 홍대점,맛있어오ㅛ,5.0,4,5.0,0
피오니 홍대점,여자친구가 화가 났을때 데려가줘,5.0,645,3.8,0
피오니 홍대점,눈꽃빙수 일반적인 눈꽃빙수의 쫄깃함은 없고 사르르 녹는 스타일이라 무게감은 가벼운쪽에 속한다단맛은 최대한 배제했으나 양털같은 비쥬얼을 보게되면 페코짱 크림비린내를 내심 기대하다 바로 실망하게 된다 접시에 나온 딸기고명은 시럽쩔은냉동따위는 아니고 묽은시럽에 담긴 나름 신선한딸기인데 이 애매한 당도와 크림비린내빠진 눈꽃이 만나 이도저도 아닌 만족감을 주어 이것이 과연 디저트인가 하는 생각이 들게한다  살 안찌는 느낌을 누군가는 좋아할수도 있겠으나 디저트는 음식과 차와 커피와 술과 담배가 채울수 없는 그 무언가를 채워줘야 디저트이다 시늉만해서는 디저트가 아니다정리해서 단맛없으면 크림맛풍부하던가 고명없이 미니멀로가려면 딸기와우유조합 잘 맞추던가고급진 단맛 아님 조합 잘 않됨,2.0,90,3.4,1
피오니 홍대점,좋아여,4.0,168,4.5,0
피오니 홍대점,딸기 빙수  존맛탱 ,5.0,175,4.2,0
피오니 홍대점,커피맛이 별로다  케익도 그저그렇고,1.0,6,2.2,1
피오니 홍대점,딸기시즌에 꼭 가야하는곳,5.0,147,4.6,0
피오니 홍대점,너무맛있음ㅠㅠ,5.0,3,4.7,0
피오니 홍대점,딸케존맛,5.0,100,4.9,0
피오니 홍대점,딸기케이크 조오오온막,5.0,51,4.6,0
피오니 홍대점,몇년만에 막어보네요명성 그대로 여전히 맛있습니다홍대에 자주 못와서 아쉬울 따름입니다,4.0,8,4.9,0
피오니 홍대점,나쁘지 않음,4.0,219,2.7,0
피오니 홍대점,항상 맛있게 먹고있어요 특히 생크림이 너무 맛있네요,5.0,26,3.9,0
피오니 홍대점,딸기빙수 진짜 맛있어요 먹어본데중에 젤맛있음,5.0,15,4.5,0
피오니 홍대점,예전에는 사람들이 줄 많이 섯는데 요즘들어서 코로나 때문인지 그렇게 사람이 많지는 않네요사람이 없어서 전 좋았어요,5.0,217,4.5,0
피오니 홍대점,좋음,4.0,38,3.4,0
피오니 홍대점,년넘게 좋아하는 케이크집이예요 요새 너무 케이크 맛집들이 많아서 예전만큼의 감동은 없지만 ㅠㅠ 그래도 생크림딸기케이크중엔 단연 최고입니당,4.0,26,4.0,0
피오니 홍대점,존마탱 딸기 생크림 케이크는 피오니가 최고임,5.0,4,4.0,0
피오니 홍대점,가끔 여기 딸기케이크 생각나요 ㅋㅋ,4.0,81,4.3,0
피오니 홍대점,서비스 최악,1.0,2,1.0,1
피오니 홍대점,딸기 생크림케이크 맛있어요 가격은 좀 있구요음료는 예의상 시키는 정도,4.0,84,3.9,0
피오니 홍대점,케이크 진짜 맛있어요 생크림이 안느끼함 근데 음료 별로 맛이 없어요 케이크만 드세요,4.0,36,3.1,0
피오니 홍대점,생크림케잌 유명하대서 줄서서 사먹었는데 저는 왜 사람들이 이렇게 줄까지 서가면서 먹어야되나 싶었어요ㅎㅎ,4.0,76,4.2,0
피오니 홍대점,보기만해도 이쁘고 맛나보이는 케익 역시 맛있어요 짱 다음에 또 방문 할께요,4.0,25,4.4,0
피오니 홍대점,맛있어요 케이크 안 먹으면 안 됩니다,5.0,175,4.3,0
피오니 홍대점,크림이 하나도 안 느끼하고 완전 깔끔해요 시트도 입에서 녹듯이 부드럽고 그냥 맛있는 딸기케이크의 정석,4.0,50,4.1,0
피오니 홍대점,딸기생크림케이크의 진짜 진수를 맛보고프면 여기임조각아니고 홀케이크로 인 판 먹어도 후회안함 오히려 한판 더 혹은 여기가 집옆가게이길 바라게됨,5.0,5,2.0,0
피오니 홍대점,하도 유명하대서 친구 생일날 홀케이크 주문해서 먹어봣는데 맛있네용,5.0,83,4.2,0
피오니 홍대점,딸기 생크림 케잌은 피오니가 담백하고 짱임,5.0,97,3.7,0
피오니 홍대점,딸기케익먹고싶을때마다옴,4.0,33,3.8,0
피오니 홍대점,딸기케이크 듣던대로 맛있었어요,5.0,9,3.6,0
피오니 홍대점,추억의 피오니몇년만에 먹었는데 빙수 아직도 맛있어요 ㅎㅎ,4.0,119,4.2,0
피오니 홍대점,약 년 전에 방문하고 오랜만에 다시 갔는데오랜만에 맛있는 딸기케잌 먹어서 기분 좋았음초코치즈케잌은 꾸덕한 브라우니 맛커피맛은 그저 그렇다,4.0,39,3.8,0
피오니 홍대점,딸기케익너무 그냥그냥,1.0,166,4.0,1
피오니 홍대점,웨이팅 없었음 그래서 그런가 만족스러움 동물성 생크림 완전죠아,5.0,87,4.3,0
피오니 홍대점,딸기생크림케이크 맛있다 다 필요없고 여기는 무조건 딸기생크림이다,4.0,"1,239",3.6,0
피오니 홍대점,줄서서 왜먹는지 모르겠는 와정말 맛있다 라기보다는그냥 깔끔한 맛의 케이크예요좁은공간이라 테이블 다닥다닥 붙어있어요,2.0,162,4.2,1
피오니 홍대점,맛없어요 ㅠ크림맛도 빵맛도 딸기맛도 다 별로,1.0,116,3.9,1
피오니 홍대점,케이크 홀사이즈 작은거 샀는데 시트 사이에 딸기 슬라이스 몇개 안들어있네요생딸기가 많이 들어있다고 알고 있는데 아닌가 봐여,2.0,429,3.7,1
피오니 홍대점,딸기빙수는 넘사급으로 맛있으나 케이크는 개인적으로 비추입니다  빙수의 맛을 따라가지못해요  항상사람이 많지만 알바생들은 친절하시고 만약 연유를 싫어하신다면 안가시는 것이 좋습니다,5.0,33,3.5,0
피오니 홍대점,빙수가 맛있습니다,4.0,18,4.5,0
피오니 홍대점,맛있당 케이크 전부,5.0,136,4.2,0
피오니 홍대점,딸기빙수 ,5.0,972,3.4,0
피오니 홍대점,딸기빙수맛있고 딸기우유개꿀맛짱입니다,5.0,30,4.0,0
피오니 홍대점,먹고 이야기하세요,5.0,15,4.9,0
피오니 홍대점,맛있어요 맛있는데 유명세에 비해 특별하게 맛있는 건 모르겠어요 생크림딸기케이크하면 다들 피오니라는데 대한민국 대표격인진 모르겠음 친구나 가족들도 다들 맛있다고 만족해요 케이크 가격은요즘 서울 시내 케이크 가격 구석 동네라도 넘 확 올라서케이크 한 조각에 원 대면 감사할지경 ㅠㅠㅋ 한 조각 천 원 대인 곳이 흔함 일본 후쿠오카 시내 유명 케이크 가게 다 가봤는데 일본이 한국보다 싸더군요 ㅠㅠ 요즘의 형태로 알려진 다쿠아즈 만든 명장이 운영하는 곳 프랑스 장인이 하는 곳도 한국 가게들보다 쌈 ㅋㅋㅋㅋ 그만큼 울나라 임대료나 물가가 많이 비싼가보다합니다 ㅠㅠ,4.0,68,2.6,0
피오니 홍대점,딸기생크림케잌말고 딴케잌은 다 별로고그나마 맛있는 딸기생크림케잌도 먹는데 입안에 크림이 들러붙어요싸구려쓰시나봐요 이런퀄리티에 사람이 왜 많은지 의문,1.0,163,3.7,1
피오니 홍대점,페북 거품별로 맛있지도 않아요,1.0,57,3.2,1
피오니 홍대점,딸기빙수는 그냥 그렇네요 딸기절임과 연유 눈꽃빙수가 모두 따로 노는 맛,2.0,108,2.9,1
피오니 홍대점,딸기케이크여기가 갑,5.0,214,3.6,0
피오니 홍대점,제가 시반쯤에 갔을때는 웨이팅이 적었습니다 빙수시켰는데 딸기가 계절이 계절이라서 많이 시더라고요 ㅎㅎ그래도 맛있었습니다 담에는 봄에 오려구요,4.0,6,2.8,0
피오니 홍대점,쇼콜라윰과 함께 홍대 앞 딸기케이크의 투탑 신선한 생크림과 딸기의 어우러짐이 좋은 달달함이 너무 좋다,4.0,"5,102",3.1,0
피오니 홍대점,거품 껴서 오만함이 장난아님 폭염인데 직원이 입구 막고 있으면 안 된다고 포장 아니면 대기리스트에 이름 적고 밖에서 기다리라고 내팽개침 망해라,1.0,21,4.0,1
피오니 홍대점,케이크판 클리어 소름끼치게 맛있지는 않지만 맛있는 생크림,4.0,338,4.0,0
피오니 홍대점,맛있네에,5.0,1,5.0,0
피오니 홍대점,맛집맛있으나 웨이팅불편한자리그래도 맛있음,4.0,122,3.4,0
피오니 홍대점,딸기빙수금방녹아서 아쉬웡 ㅠㅜ,4.0,"1,027",4.0,0
피오니 홍대점,맛있네요,4.0,350,4.0,0
피오니 홍대점,먹어본 딸기 케이크중 가장 맛있었음너무 달지않지도 느끼하지도 않음,5.0,56,3.5,0
피오니 홍대점,봄이라 더 맛있다,5.0,446,3.2,0
피오니 홍대점,딸기 생크림케익딸기 빙수,5.0,911,3.6,0
카페공명,비스킷슈 배달로 시켜먹어봤는데 맛있었습니다,4.0,254,3.7,0
카페공명,공간이 넓고 예뻐 다인원이 가기 좋은 카페지만 비싸요그래도 영업시간도 시까지로 길어서 여럿이 모였을 때 수다떨기 좋습니다,4.0,62,3.5,0
카페공명,자주가는 카페인데 맛있어요 스콘,4.0,185,3.4,0
카페공명,초코스콘이 맛있어요다음에는 생크림스콘 먹어보고싶어요매장은 넓어요,4.0,14,4.1,0
카페공명,맛도 좋고 분위기도 좋아요 주말엔 너무 붐비지만 사장님의 자연스러운 친절과 깨끗한 매장이 좋아요 핫한 매장들에 친절 바라지도 않지만 가끔 불쾌한 곳들 많은데 여긴 기분이 좋아져요,5.0,58,3.6,0
카페공명,커피 까눌레 맛있음우유생크림스콘 ㅁㅣ틴넘임돈만 많으면 개는 먹었다직원분들 센스있고 친절하고 분위기도 좋음,5.0,90,4.2,0
카페공명,혼카페로 최고불친절하다는 평때문에 첫방문때 고민했는데 매우 친절까눌레 맛있어요,5.0,3,4.7,0
카페공명,여기 까눌레 맛집이에요 가면 까눌레바닐라 꼭 드세요 ㅠㅠ 분위기도 넘 좋고 책도 읽을 수 있고 사장님이 너무너무너무 친절해서 기분 좋아요  음료는 무난합니다 ㅋㅋㅋㅋ,5.0,12,5.0,0
카페공명,생크림들어있는 빵도 진짜 맛있었습니다음료는 그냥 무난무난했고 쿠키가 정말 맛있었어요,5.0,25,4.5,0
카페공명,여기 디져트  진짜 너무 맛있어요,5.0,24,3.9,0
카페공명,쏘쏘 나름대로 괜찮았어요,4.0,168,4.5,0
카페공명,너무 불친절해서 가기 싫어짐,1.0,1,1.0,1
카페공명,알바생 대 초반 명이서 뭉쳐서 떠들고 놀면서 불친절해요 포장인데 초전에 포크 개달라했는데 개줬어요,1.0,9,2.7,1
카페공명,불친절로 두번째 방문은 없을듯 초코나무 스콘은 진짜 나무로 만든줄 스콘이 아니고 과자느낌,1.0,1,1.0,1
카페공명,우유생크림스콘 존엄 매장 크고 사람 바글바글해서 시장통같지만 스콘먹으러 종종 들름,4.0,32,3.4,0
카페공명,직원 엄정 불친절기분나뻐서 그냥 나왔네요,1.0,6,3.0,1
카페공명,아직도 인플루언서 마케팅 이라니,1.0,59,3.1,1
카페공명,스콘 맛있어요 커피도 맛있었어요,4.0,36,4.2,0
카페공명,분위기 좋아용,4.0,116,4.4,0
카페공명,사람많아서 매장에 오래 있어본적은 없고 초코나무숲 스콘이 미칑롬임디저트 먹자마자 음 이거 진짜 맛있네 한 적이 진짜 몇 번 없는데 저건 진짜 진짜임,5.0,26,4.3,0
카페공명,여기 사장님 너무 멋있네요 영상 보고 왔는데 최고 마인드 이런 분이 많으셔야 합니다 ㅠㅠ  서울 가면 여기 꼭 들릴게요 계속 운영해 주세요  들숨에 재력과 날숨에 행복을 얻으시길,5.0,171,2.6,0
카페공명,빵도맛있고분위기넘 좋아요조용해서 공부하기좋음패션후르츠존맛,4.0,7,3.6,0
카페공명,비스킷슈는 꼭 지세요 과장 아님 굶은 것도 아님 맛보장 ,5.0,10,5.0,0
카페공명,넓고 쾌적해요 웨이팅 없었어요 카공하는사람들 많은듯,5.0,26,4.1,0
카페공명,초코나무숲 스콘 생크림 스콘일회용 플라스틱 컵넓고 북카페가 연상되는 인테리어공부하기 좋은 좌석,5.0,202,4.8,0
카페공명,원래 그런진 모르겠는데 테이크 아웃도 아닌데 플라스틱 컵으로 주는데 또 빨대는 옥수수 빨대더라구요 이걸 자연을 생각하는게 맞나 싶고 모순적으로 느껴졌네요 디저트나 커피 값이 높은편은 맞지만 전체적으로 브랜딩이 잘 되어 있고 큰 카페 보기 힘든 부분을 생각하면 나쁘지 않다고 생각해요 그냥 큰 카페 찾고 계시면 한번쯤 들러도 좋다고 봐요,4.0,1,4.0,0
카페공명,평일 오후에 방문했어요 작업하기도 책 읽기도 대화하기도 좋아요 좌석이 참 잘 되어있어요티만 마시고 와서 맛 평가는 못하겠네요고객 응대도 너무 친절하셨습니당,5.0,46,4.9,0
카페공명,전체적으로 맛이 없는건 아닌데 굳이 저 가격주고 먹을 맛은 아닌거 같아요 명이서 가서 스콘 개 쿠키 개 음료 개 시켰는데 인 음료라고 하시는거 보고 너무 충격 아메리카노 천원인데 넘 쓰고 밀크티는 절대 원 맛아님ㅋㅋㅋ 테이크아웃 추천드려요,1.0,4,1.3,1
카페공명,밀크티가 없었어서 아쉽ㅠ,4.0,150,4.9,0
카페공명,다시는 가고 싶지 않은곳이예요잠시 앉아 있다 갈 생각으로 커피 잔이랑 신랑은 음료수를 안 먹고스콘만 개를 시켰는데인 음료수라고 꼭 굳이 음료수를시켜야 한다고 강요 하시던데진짜 이런 이상한 원칙은 어디서원 가랑 계산하고도분도 못 앉아 있고 그냥 나왔다는 ㅠㅠ별 한개도 아까운곳 진짜 이렇게 어이 없는곳 처음,1.0,8,3.6,1
카페공명,오늘 비가 조금 내려서 기분이 막 좋지는 않았는데 너무 예쁜 공명 카페에 들어와 맛있는 디저트와 음료를 먹으니 기분이 좋아졌습니다카페 내부 인테리어도 깔끔해서 너무 좋았고 디저트와 음료도 너무 맛있었습니다역에서도 멀지 않아 너무 좋았고 재방문 의사 너무 있습니다,5.0,1,5.0,0
카페공명,별한개도 아까움너무 불친절함주문 받는 직원이나 직원 가르치는 높은 여자 직원인 사장인지 정말 너무 불친절함주문한거 뭐뭐 나눠서 포장해 달라는거 본인이 듣고 체크 했으면서 한참 헤매서 그냥 담아주면 내가  나누겠다 했는데 무슨 고집인지 끝까지 본인이 포장해서 주면서 기분 나쁜 표정으로 인사조차 안하네요 최악이에요,1.0,3,2.3,1
카페공명,갠적으로 황치즈스콘 맛잇엇움커피는 적당한 산미와 고소한 맛이 잇어 원두는 괜찮은거 같은데조큼 연한 감이 있음 그리고 커피 양이 느므 작음다음에 비스킷슈 먹어볼 예정스콘은 자체가 조금더 촉촉했으면 하는 바램 안이 약간 퍼석함이 잇음,4.0,17,3.9,0
카페공명,아메리카노 두잔을 시켰는데 맛이 다른 이유가 뭔지 그리고 물탄듯 너무 연합니다 커피숍이 기본적으로 커피맛은 신경쓰셔야 할 것같네요 리뷰가 많아서 왔는데 다 광고였나보네요,1.0,7,3.0,1
카페공명,오전 여자직원은 뭐하는것이에요그렇데 일하기 싫으면 하지 말아야죠기분이 좋게 왔는데 드럽게 만들어네요여자지원분 왜 그리 기분이 나빠있는거예요손님으로 오는 사람 무슨 죄로 돈줘고 이런걸까지 받아야 되요친절하게 안해주도 그냥 일반태도로 대해도 상관없는데 왜 저렇게 사람 기분 나쁘게 만들어요,1.0,4,4.0,1
카페공명,가게 주인 없이 알바로 돌아가는 카페는 서비스가 형편없다는걸 보여주는 사례 남성 여성 알바분들 다 같이 왜들 그리 기분 나빠있는거예요ㅋ 줄 안내를 제대로 하나 주문이 친절한가 음료 픽업시 대응이 친절한가연남동에 좋은 카페가 이리도 없나요 여기 평이 왜 그리 좋은거죠,1.0,6,1.3,1
카페공명,베이커리류가 대존맛이긴 한데 가격이 비싸서 별 한개 뺍니다음료는 그냥 아메리카노 드세요,4.0,107,3.9,0
카페공명,불친절하고 메뉴 비싼데 맛 그저그런데 별개 평이 엄청 많네요ㅋㅋㅋㅋ 리뷰알바 너무 많아서 믿을 수 없어요인잔 필수,1.0,5,3.4,1
카페공명,넘 맛있다,5.0,535,3.6,0
카페공명,뭐야 맛있어 짜증나,4.0,23,3.7,0
카페공명,공간도 넓어 답답하지 않고 음료와 베이커리 모두 만족,5.0,4,4.5,0
카페공명,슈크림 너무 맛있었어요,5.0,95,4.0,0
카페공명,제 최애최애 쿠키슈 맛집입니다진짜 어떻게 이렇게 맛있을 수가 있는지 아침저녁으로 먹고싶어서 미칠 것 같아요 덕분에 벌크업 중입니다ㅜㅜ,5.0,33,4.3,0
카페공명,슈 너무너무 맛있어요 커피도 맛있고 작업하기 좋은 카페인듯,5.0,4,4.3,0
카페공명,카페 분위기랑 맛도 좋아요 직원분들도 친절하신 것 같아요 공부하시는 분들 작업하시는 분들도 꽤 많더라구요 기회가 되면 또 방문할 것 같아요 ,5.0,1,5.0,0
카페공명,연남동에서 그나마 트여있고 넓은 카페라서 자주 애용하는데 이번에 인절미쑥케이크 나와서 바로 할매입맛러 출발했는데이거 맞나요진짜 부들거리는 떡이랑 케익이 이렇게 잘어울리는지 처음 알았네요이것 때메 더 자주 갈 것 같으네요,5.0,1,5.0,0
카페공명,카페 분위기가 일단 너무좋음 내 최애카페 ㅜㅜ 커피랑 밀크티 베이커리 메뉴 아무거나 시켜도 다 존맛이고 최근에 새로나온 케이크 메뉴들 케이크 전문점보다 더 맛있움ㅠㅜㅜㅜ,5.0,1,5.0,0
카페공명,커피 맛도 좋고 분위기도 좋아요빵집보다 빵이 맛있어서 가끔 포장하러 갑니다,5.0,1,5.0,0
