,store_name,review,star,id_count,id_star,sentiment
28,프릳츠 양재점,커피맛있고 빵맛있고,4.0,41,3.9,0
30,프릳츠 양재점,에티오피아 디카페인 ㅠ,1.0,32,3.2,1
31,프릳츠 양재점,생각보더 커피가 연함,2.0,28,3.6,1
32,프릳츠 양재점,커피 맛있어요,5.0,65,3.3,0
33,프릳츠 양재점,빵은 맛있었는데 라떼가 너무 탄 느낌으로 쓴 맛이 강해서 취향은 아니었어요매장이 너무 붐비고 바빠서 그런지 청소가 안 되어 있어서 안 닦인 테이블 먼지 쌓인 벽튀어나온 벽 타일 인테리어 보면서 먹고 마시려니 입맛이 떨어졌어요직원분들도 바쁘고 힘들어서 그런지 사람이 빠진 틈에 빈 테이블 정리할 법도 한데 수다만 떨고 굿즈 사려고 말 거니까 귀찮아 하는 티를 못 감추는 게 안타깝기도 했습니다,2.0,1,2.0,1
34,프릳츠 양재점,명성만큼 뛰어난지는 모르겠지만 기대 없이 가면 훌륭한 곳,4.0,326,4.1,0
35,프릳츠 양재점,산미 낫취향  ,2.0,445,3.7,1
36,프릳츠 양재점,맛없고 비쌈 분위기가 인스타용,2.0,263,3.0,1
38,프릳츠 양재점,맛있게 잘 마셨습니다,4.0,120,4.2,0
39,프릳츠 양재점,사장님 친절하셔여 좋아욧,4.0,173,4.5,0
40,프릳츠 양재점,공간이 추억의 느낌,5.0,706,4.2,0
41,프릳츠 양재점,친절하고 맛있,5.0,770,4.0,0
43,프릳츠 양재점,남직원 더럽게 싸가지 없네 ㅉㅉㅉㅉ,1.0,22,1.9,1
44,프릳츠 양재점,매장 넓고 빵도 다양하고 좋아요,4.0,13,4.6,0
45,프릳츠 양재점,믿고가는 프릳츠 다 맛있었지만 거리두기가 사실상 어려운 점은 아쉬움 ㅠㅠ,4.0,39,4.1,0
47,프릳츠 양재점,프릳츠의 독특한 앳모스피어 커피도 빵도 맛잇어,5.0,24,4.5,0
48,프릳츠 양재점,커피는 맛있으나 주위에 이정도 맛과 더 저렴한 곳이 있어 자주는 안가게 됨,4.0,60,3.7,0
49,프릳츠 양재점,빵도맛있고 커피도맛있음굿즈를많이파는 커피숍,5.0,551,3.7,0
50,프릳츠 양재점,자리도 많고 커피도 맛있는집어둑한 분위기 좋아하면 추천,4.0,535,3.7,0
51,프릳츠 양재점,자리도 많고 넓어서 좋아요제빵사님 추천 빵이었나 몇 개 샀는데 다 맛있어요,4.0,16,4.0,0
52,프릳츠 양재점,늦게가면 빵없음,4.0,215,3.7,0
53,프릳츠 양재점,장점 베이커리 맛집 앙버터 빵 겉바삭 버터 두꺼워서 내 스타일 건물 전체 까페라 웬만하면 자리 있음 인테리어 응답하라 년대 느낌 레트로    지하 층은 무척 어둡지만 나름 운치있음 층까지 오밀조밀한 구성 곳곳에 포토스팟이 있어서 친구들이랑 인스타용 사진찍으러 오기도 좋을 듯단점 까페인데 아메리카노 라떼 다 연해서 밍밍 프리츠 원두에 대한 편견 생길 듯 베이커리 비쌈 앙버터 원  자리 불편,4.0,59,3.1,0
54,프릳츠 양재점,커피가 맛있어서 술술 들어감,4.0,245,3.9,0
55,프릳츠 양재점,이곳만의 분위기가 있어요,4.0,9,4.4,0
56,프릳츠 양재점,지인추천으로 가본 프릳츠 처음 라떼 마셨을때 밀크스팀 폼 온도 완벽해서 너무너무 맛있게 먹었는데 요즘에는 스팀도 온도도 일반카페랑 다른점이 없어진거 같아 아쉬워요 ㅠㅠ 직원분들은 한결같이 친절해요 ㅎㅎ 감사합니다,4.0,13,4.9,0
57,프릳츠 양재점,정말 최고입니다 대표님께서 직접 내려주신 커피는 정말 최고,5.0,5,4.2,0
58,프릳츠 양재점,원두 굿,5.0,28,4.1,0
60,프릳츠 양재점,마스크 좀 제대로 착용하세요 특히 층 제빵실은 가관이네요,1.0,88,2.6,1
62,프릳츠 양재점,친절하고 좋아요 앙버터가 진짜 존맛탱이에요 ㅜㅜㅜ 크림빵도 맛나요,5.0,104,4.2,0
63,프릳츠 양재점,레트로한 분위기에 친절한 직원분들향긋한 산미와 적당한 쌉싸름함이 어우러진 서울시네마 좋아요,5.0,36,3.0,0
64,프릳츠 양재점,커피 아주 좋네요 산딸기 크로아상도 맛있게 먹었어요,4.0,228,4.1,0
65,프릳츠 양재점,굿,5.0,2,3.0,0
67,프릳츠 양재점,언제가도 최고 커피는 물론 빵도 맛있고 밤에 가도 낮에 가도 다 좋고 직원분들도 다 친절합니다 역시 프릳츠,5.0,21,4.5,0
68,프릳츠 양재점,힙한 점원분들이라 살짝 쫄았지만계단에서 헛디뎌서 음료 엎었는데 정말 친절하게 해주셔서 정말 감사했습니다ㅠㅠ흑흑 음료도 너무 맛있었어요,5.0,2,5.0,0
69,프릳츠 양재점,분위기 맛 굿,4.0,212,3.3,0
70,프릳츠 양재점,맛있음,5.0,10,4.2,0
71,프릳츠 양재점,매력적인 공간과 브랜드커피 쏘쏘 빵은 맛있음좀 시끌벅적함은 감안함,5.0,100,3.9,0
72,프릳츠 양재점,커피보다 빵,4.0,67,4.2,0
73,프릳츠 양재점,음료 엎었는데 새로 주셨어요 죄송하고 감사합니다,5.0,39,4.6,0
74,프릳츠 양재점,라떼 잘 하는 프릳츠,5.0,30,4.3,0
75,프릳츠 양재점,레트로 느낌 가득한 프릳츠 양재점서울시네마 원두는 언제나 옳다,5.0,79,4.3,0
76,프릳츠 양재점,커피별로,1.0,42,3.5,1
77,프릳츠 양재점,빵이 너무 맛있어요 ㅇ,5.0,157,4.7,0
78,프릳츠 양재점,앙버터 미쳤음,5.0,264,4.0,0
79,프릳츠 양재점,커피는 안먹고 빵먹으러 가는 프릳츠앙버터바게트 맛있네영,4.0,"1,556",3.8,0
81,프릳츠 양재점,드립커피때문에 가는데인데     빈브 젠커 테커 엔싸 스커 블보 어딜비벼도 개성있고 맛있는 드립커피를 내오는데 이걸 어떻게 까지   바닥에 떨어진 커피콩 모아다가 태워서 파는 맛의 스벅보다 맛있습니다 저는최소 언급한곳들 회이상 방문해보고 쓰는 후기로 프릳양재는 의자가 불편한거 말고는   그거랑 리필할인 없는거ㅠ 냉정했습니다 리뷰앞에서,5.0,167,3.3,0
82,프릳츠 양재점,왜 유명한지 잘 모르겠다 커피 맛 그냥그럼,2.0,208,4.0,1
83,프릳츠 양재점,빵이 유명하다고해서 다녀왔는데기대를 너무 많이 했나봐요,2.0,24,3.0,1
84,프릳츠 양재점,칼로리 정보가 너무 없어서 좀 아쉬웠지만 커피랑 빵이 너무너무 잘 어울려서 식사하고 나온 기분 이였어요ㅎㅎ,4.0,143,4.4,0
86,프릳츠 양재점,진짜 매우 베리 굳,5.0,529,4.2,0
87,프릳츠 양재점,여긴 인정ㅋㅋ,5.0,8,4.9,0
88,프릳츠 양재점,커피 빵 모두 맛있다 사람들이 왜 좋아하는지 알겠다 분위기도 넘 힙힙,5.0,652,4.3,0
89,프릳츠 양재점,레트로적이면서 몽환적인 어두운 분위기 개인적으로 마음에들고 자동드립머신으로 내리는 아이스드립맛도 좋았어요 에스프레소도 먹어봣는데 맛있고 크루아상은 항상 제 최애인데 만족합니다 자주갈것같네요 근처 옆동네 테 처럼 시끄럽고 정신없는곳보단 나은듯,5.0,33,2.2,0
90,프릳츠 양재점,빵 맛있구 분위기도 좋아요,4.0,17,4.0,0
91,프릳츠 양재점,최고입니다 ,5.0,11,4.5,0
95,프릳츠 양재점,프릳츠는 어느지점이나 사랑,4.0,16,3.8,0
97,프릳츠 양재점,가격대가 좀 있어요빵 종류가 거의 다 맛있어요 ,4.0,9,3.3,0
98,프릳츠 양재점,아이스초코   마들렌 아이스초코가 미숫가루처럼 식감이 꾸덕하고 맛은 딱 초코퍼지 녹인맛 커피가 맛있다는 얘기가 많은데 커피는 안마셔서 모르겠음 마들렌은 퍽퍽하지 않고 맛있음분위기는 좋지만 의자가 불편함,2.0,95,3.3,1
99,프릳츠 양재점,소세지빵을 먹어보지 않은 사람은 아무것도 논하지 말라,5.0,109,3.5,0
100,프릳츠 양재점,여자직원들은 괜찮은데 남자직원들 너무별로임,1.0,112,1.9,1
101,프릳츠 양재점,플랫화이트 맛나요,4.0,54,4.1,0
102,프릳츠 양재점,빵 개나 샀는데 작은 봉다리그곳 표현으로에 담아줘서 큰 봉지에 담아주실 수 있나요 했다니 툭툭 봉지에 던지듯이 담아주셨죠 휴 다신 안갑니다,1.0,60,2.6,1
103,프릳츠 양재점,초코호두쿠키 브리오슈토스트 핫초코모든 빵이 맛있음,5.0,"1,426",3.6,0
105,프릳츠 양재점,분위기,2.0,225,3.0,1
106,프릳츠 양재점,커피는 말할것도 없지만 빵과 홍차도 훌륭해요,5.0,612,4.3,0
107,프릳츠 양재점,높은 품질의 커피를 합리적으로 맛볼 수 있는 곳이다 분위기와 수준 높은 빵은 덤이다,5.0,26,3.7,0
108,프릳츠 양재점,클래식,5.0,64,4.2,0
109,프릳츠 양재점,커피 빵 맛좋음 근데 안에가 너무 어둡다,4.0,31,3.4,0
110,프릳츠 양재점,퇴근 후 걸어 혼커피타임 분하루 마무으리    ,4.0,"8,535",3.3,0
111,프릳츠 양재점,강남,4.0,"1,285",4.0,0
113,공미학,점심에 샌드위치사러 종종가는데 맛있어요 루프탑도 예뻐요,5.0,1,5.0,0
114,공미학,음료는 그냥 그런데 베이커리류가 다 꽝임 샌드위치도 별로고 케익류는 안먹어봤지만 샌드위치는 간이 안돼있고 버터 프레첼은 버터가 무염이고 콘치즈빵은 짜네요,2.0,12,3.3,1
116,공미학,처음엔 얌전했던 까페가 캐릭터를 만들고 굿즈도 판매하며 화려해짐 ㅋ 주차불가ㅜ 다양한 빵과 좌석 루프탑도 있음,4.0,403,4.4,0
117,공미학,가 본 카페 아니 모든 가게 중 최악 루프탑에 있는 의자의 날카로운 부분에 정장 바지가 찢어져서 배상을 요구했으나 가 없어서 우리 카페에서 찢어진 건지 확인이 안된다는 말 하나로 끝낸다 제일모직 최고 스펙 원단이라서 강남에서 만원 가까운 돈을 지불하고 맞춰야 하는 정장이다 바지가 찢어져도 해당 원단이 없으면 위 아래 새로 맞춰야 할 수 있음에도 바지 값만을 요청했다 끝까지 를 운운하여 더 높은 책임자와의 면담을 요구했으나 연락준다고 한 뒤 며칠이 지나도 감감무소식이다 찢어진 순간 바로 당시 근무하던 알바생과 해당 의자의 날카로운 부분까지 확인했고 짧은 의상을 입는 여자분들의 다리에 상처가 날 수 있는 정도까지의 위험성이 있음을 확인하고 나서도 이 정도의 대처가 전부다 엔터테이먼트 회사에서 운영하는 카페라고 들었는데 회사의 미래 알 만하고 소속된 탤런트들까지 걱정되는 바이다,1.0,2,1.0,1
118,공미학,저녁 루프탑,4.0,58,3.9,0
120,공미학,공미학 자주 가는데 가격대가 조금 있는 게 흠 분위기도 좋구 야외 좌석 있는 것도 좋아요 공부하기 좋은 좌석도 있고 떠들기 좋은 좌석도 있습니당,4.0,180,4.3,0
121,공미학,공간은 예쁜데 커피가 맛있는지는 잘 모르겠어요ㅠ 베이커리가 차라리 좋은 것 같아요 그리고 옥상 철제의자에 긁혀서 상처가 났는데 별 조치 안해주시더라구용,2.0,25,4.0,1
122,공미학,라떼 맛있어요 베이커리도 맛있었어용,4.0,177,4.6,0
123,공미학,공간 설계를 어떻게 했는지 모르지만 소리 너무 울려서 귀가 찢어지게 시끄러움 음식도 비싼데 맛있으면 괜찮은데 정말 맛없음,1.0,48,3.9,1
124,공미학,아이스라떼 짱맛있어요,4.0,15,4.3,0
125,공미학,인테리어도 멋지고 빵도 맛있는데 비싸네요 점심시간에 밥 대신 커피 마시러 들렀습니다 ,4.0,37,4.2,0
126,공미학,빵 커피 둘 다 별로 심지어 알바도 개띠꺼움,1.0,72,3.7,1
127,공미학,개비싸고 직원들이 커피설명안해줘서 디카페인 먹게되었어요,1.0,32,2.6,1
128,공미학,맛있는데 좀 비싸요 베이커리 커피 모두요,4.0,142,3.0,0
129,공미학,커피 진짜 원인데 맛탱이가 없어요 ㅠㅠ네이밍은 좋음그리고 맛있게 먹었던 빵도 언제부턴가 안팔아요 빵도 비쌈,1.0,91,3.0,1
130,공미학,여기 말차가 괜찮아요,4.0,190,3.5,0
131,공미학,곳곳이 포토존이고루프탑이 이쁘네요,4.0,58,4.0,0
132,공미학,냥 이쁜 카페 음악도 크고 베이커리도 맛있는지 모르겠고 커피도 원두가 안신선한 느낌이에요,2.0,509,3.9,1
133,공미학,루프탑 좋아요아메리카노는 별로,5.0,53,4.4,0
134,공미학,망고케이크 왕맛있음 시그니처 음료는 꾸덕하고 진하고 카페 분위기도 살짝 힙해서 좋음,5.0,217,4.5,0
135,공미학,맛있고 인테리어도 이뻐요,5.0,22,3.4,0
136,공미학,굿굿 이뻐요,5.0,173,4.5,0
137,공미학,분위기가 힙해 또 가고싶음ㅎㅎ,4.0,344,3.7,0
138,공미학,분위기맛집이욘 ㅎㅎ,5.0,212,4.5,0
140,공미학,공간은 괜찮아요,1.0,27,2.3,1
141,공미학,분위기가 너무 좋습니다,5.0,146,4.9,0
142,공미학,카페라떼 너무 맛있어요 딸기케익 생크림도입에서 녹음 루프탑도 분위기 너무 좋아요주말엔 사람 엄청많음,5.0,65,3.6,0
143,공미학,서초에서 몇 안되는 분위기 좋은 카페예요 커피맛도 나쁘지 않고요 넓고 쾌적해서 좋아요,4.0,2,4.5,0
144,공미학,알바생분들도 친절하시고자리도 꽤 넓어서 좋았어요다른것보다 크로와상이 존맛,5.0,5,3.4,0
145,공미학,여기 빵이 맛있네요가격이 조금 비싼감 있지맛 맛있어요,5.0,14,2.4,0
146,공미학,분위기도 테라스도 너무 좋아서 자주올것 같아요,4.0,187,4.3,0
147,공미학,테라스 너무 예뻐요,5.0,6,5.0,0
148,공미학,맛잇어요근데 흔들의자가 개밖에 없어서 서운해요,4.0,4,4.8,0
149,공미학,개인적으로 정말 좋아하는공간ㅠㅠ베이커리도 진짜맛있어요한가지 아쉬운점은 가격ㅠㅠㅠ조금만저렴하면 진짜 자주갈것같아여,4.0,8,2.9,0
150,공미학,빵도 맛있고 직원분들 친절나이스끝판왕입니다,5.0,17,4.5,0
151,공미학,주변카페 시그니처 메뉴같은거 짜집기하고 양도 한번 마시면 사라지고 얼음만 가득하고 빵도 프렌차이즈 배이커리들이 더 퀄리티있는 느낌이였고 컨셉만으로 운영하는 느낌,1.0,4,2.0,1
152,공미학,인절미쑥라떼얼음 음료 비율 거의  수준임한번 쭈욱 마시니까 끝 창렬내부는 넓어서 쾌적하고 좋았어요,1.0,228,3.0,1
153,공미학,컨셉확실하고 커피 맛있고 베이커리 빵빵한 종합선물카페   교대근처에 이렇게 괜찮은 카페가 생길줄이야 전혀 예상하지 못했던 부분최근에 회사 동료가 데리고 간 카페 공미학 이주변에 카페 거리가 조성되고 있다고 해서 좀 놀랐는데 실제로 브랜딩도 잘되어있고 커피도 맛있고프리츠 원두를 사용하고 있었음 데이트 코스로도 딱 잘어울리는 괜찮은 카페입니다,4.0,155,4.1,0
154,공미학,인테리어가 깔끔하고 음료들도 유행하는건 다 짜집기했는데 딱히 완성도가 높지 않으니 이렇다할 특색은 없고 음료나 빵은 솔직히 빠바보다도 못한데 가격은 두배 마케팅 엄청 해서 핫플처럼 보여지게 만든 곳 이동넨 제대로 된 카페가 없음,1.0,8,2.9,1
156,공미학, 가 엄청 느리고 자주 끊기네요 근무나 공부 목적으로는 비추 입니다,1.0,153,3.2,1
157,공미학,햇살가득 좋은 분위,5.0,1,5.0,0
158,공미학,넓고 깔끔하지만 커피값이 진짜 정말 많이 비싸고 직원처럼 보이는 사복입은 여자분단발머리에 키크고 바깥에서 들어옴 이 안 가리고 빵 있는 쪽에 기침을 하더라구요,2.0,82,2.5,1
159,공미학,다닥다닥 좁아터지고 마감안된 폐건물같은 카페가 즐비한 요즘  넓고 깨끗하고 맛있는 공미학,4.0,119,3.5,0
160,공미학,깔끔하고 예쁘고 맛잇어요,5.0,17,3.8,0
161,장꼬방,찹쌀떠그시러 가세요 쑥찹쌀떠도 존맛,5.0,9,4.6,0
162,장꼬방,근본 팥빙수 위에 올라가는 밤이 달고 오독오독하고 맛있어요,5.0,60,4.7,0
163,장꼬방,맛은 있는데 매장이 좀 덥네요,4.0,954,3.3,0
164,장꼬방,찹쌀떡은 여기가 제일 나은듯,4.0,30,4.8,0
165,장꼬방,매번 근처올때마다 빙수 생각나면 꼭 먹고가는집이에요아삭한 식감의채썬밤에 빙수팥맛이 진하니 부드럽고 끝맛이 일품이네요 지난월에 방문하고 이번 월에도 재방문했네요,5.0,50,4.9,0
166,장꼬방,맛으로는 절대 깔 수 없는 맛집,5.0,10,4.6,0
167,장꼬방,팥빙수 한그릇에 생율채 알분량 얹고 국산팥 차가움을 유지시키는 놋그릇 놋숟가락 눈꽃얼음 다 만족 한그릇만원 팥빙수와 생율의 아삭함이 잘 어울릴줄이야  싱그럽게 잘 먹음,5.0,119,3.0,0
168,장꼬방,팥빙수 너무 맛있어요너무 달지 않으면서 고소한주차공간도 있고 테라스도 있어서 넘 좋아요,5.0,12,5.0,0
169,장꼬방,팥빙수 찹쌀떡 팥빙수 맛있어요 찹쌀떡도 완전 쫀득쫀득 우유얼음 좋아해서 넘 맛있었습니당,5.0,180,4.3,0
170,장꼬방,맛있음 진또배기 옛날팥빙수 맛집이고 팥이 진짜 등급임 그리고 너무 단 거 안 좋아하시는 어머니들도 잘 드실수 있을듯,5.0,97,4.6,0
171,장꼬방,적절한 단 맛 매우 우수한 팥 아리지도 않고 어쩜이리 절묘한지 기억에남는 빙질 우유얼음 무심한 밤 고명까지 클래식 팥빙수의 정석 수준어디와 비교해도 최고였던,5.0,70,4.3,0
172,장꼬방,달지 않은 전통팥빙수 생밤 고명이랑도 잘 어울립니다 쑥찹쌀떡이 진짜 진짜 진짜 맛있어요너무 맛있어서 한박스 추가 구매,5.0,71,5.0,0
173,장꼬방,전통 찹쌀떡과 팥빙수 맛집,4.0,57,4.3,0
175,장꼬방,맛있는데금액이 너무 오름 ㅠ,3.0,6,4.7,1
176,장꼬방,쑥 찹쌀떡 짱 맛있어요 음식도 맛있는데 친절하기까지ㅠㅅㅠ번창하세요,5.0,13,4.4,0
177,장꼬방,얼음만 먹어도 맛있음팥이 위에 보이는게 다가 아니라 안에도 실하게 숨어 있어 좋음,4.0,294,3.9,0
178,장꼬방,일부러와서 먹을만 하네요 빙수가 안달아서 너무 좋고 눈 퍼먹는거 같아요 찹쌀떡도 안달고 참 맛있네요,5.0,35,4.1,0
179,장꼬방,동지날 팥죽 최고다심지어 둥굴레옥수수차도 맛있음,5.0,242,3.4,0
181,장꼬방,맛있어요빙수 위 생밤이 포인트,5.0,133,3.7,0
182,장꼬방,우연히 들렸는데 너무맛있어서 리뷰남겨요팥죽 찹살떡팥빙수 다 최고에요잘먹었습니당,5.0,11,1.8,0
183,장꼬방,정말 맛있어요 우선 주방이 깨끗하구요팥도 너무 달지않고 딱 적당해서 팥죽은 여기서만 먹습니다,5.0,19,2.2,0
184,장꼬방,주일에 번이상 가던 곳인데 요즘 팥빙수가 왜 이렇게 싱거운지냉장고 문 열고 닫을 때마다 손톱으로 칠판 긁는것 같은  소리가 너무 큰데 고쳐주세요 팥빙수 먹는 동안 수십번 열고 닫네요,1.0,21,2.0,1
185,장꼬방,언제와도 볌함없는밥먹고 꼭 들리는 후식장소입니다,5.0,8,3.0,0
186,장꼬방,좋아요,4.0,187,4.3,0
188,장꼬방,팥빙수 드세요,4.0,90,4.0,0
189,장꼬방,찹쌀떡,4.0,593,3.7,0
190,장꼬방,팥빙수는 장꼬방이지팥빙수 팥죽 다 맛있어요여름에 밭빙수는 꼭 여기와서 먹어요팥죽 좋아하시는 어머니는 첫방문 때 달지 않은 전통 팥죽 먹고싶었던 팥죽 여기와서 드디어 먹는다며 좋아하셨어요 지인들에게 소개도 많이 했는데 모두들 엄지척 한번만 다녀간 지인은 아무도 없어요,5.0,4,5.0,0
191,장꼬방,팥 퀄리티가 좋고 너무 달지 않아요다만 위에 밤 고명은 개인적으로 불호입니다가격 더 받으시더라도밤대신 떡 넣어주시면 완벽할 것 같아요,4.0,340,4.4,0
195,장꼬방,서울 최고의 팥빙수,5.0,64,4.4,0
196,장꼬방,잡에 가다가 우연히 들렀는데 겨울에 팥빙수 파는 많지 않은 곳 중 하나 그리고 팥과 생율을 넣은 빙수는 맛의 밸런스가 훌륭했음,5.0,33,3.8,0
197,장꼬방,졸맛,5.0,20,4.8,0
198,장꼬방,처음엔 인기가 많았던거같은데 다시가보니 좀 썰렁 맛이 변한건지 인기가시든건지,2.0,4,2.5,1
199,장꼬방,찹쌀떡 오오 맛있다,4.0,627,4.0,0
200,프리퍼커피로스터스,의자는 불편커피맛은 그냥 평범했고 디저트들은 주변에 맛있는 베이커리 카페도 많은데 왜 이 돈 주고 먹나 싶었습니다 이 동네에선 파바빼고 대부분 훌륭합니다,2.0,12,3.3,1
201,프리퍼커피로스터스,고소한 커피 맛있고 디저트 맛집임인절미 티라미수 밑에 녹차시트인데 특이하고 맛남근데 손님이 너무 많다ㅠ,4.0,400,4.4,0
203,프리퍼커피로스터스,약간 산미있는 아메입니다,4.0,445,3.7,0
204,프리퍼커피로스터스,할미입맛이라 흑임자라는 말에 까망동키 시킴 ㅋㅋ 실패없는 꼬수운맛임 ㅋㅋ 근데 섞기가 매우 힘이듭니다ㅋㅋㅋ 좌석이 많지는 않음,5.0,204,3.6,0
205,프리퍼커피로스터스,화이트톤과 아기자기한 소품들 특히 동키캐릭터가 마음에 드네요 직원분들 친절하고 인절미티라미수 맛있어요 예전에 연습실 자주 다닐 때 알았더라면 자주 갔을텐데 오늘 공연 보기전검색해서 간건데 무척 마음에 드네요,5.0,11,4.9,0
206,프리퍼커피로스터스,원래 아메리카노 잘 못마시는데 여기 아메리카노는 맛있고부드럽고너무 맛있어요 이제 아메리카노를 좀 마셔보기 시작해서 쓴건 못마시는데 너무맛있구 좋아요,5.0,5,3.8,0
207,프리퍼커피로스터스,토피넛 꿀맛크림드코코 무난무난진하고 무거운거 좋아하면 토피넛가벼운거 좋아하면 코코레몬마들렌 개꿀맛무화과 휘낭시에 무난무난,4.0,77,2.9,0
208,프리퍼커피로스터스,가성비 위치 좋고 맛은 무난하니 전체적으로 좋았어요 다른 테이블에 앉아계신 분들도 다들 예당 가는 분들로 보였고예술의 전당 올 일 있으면 재방문할 거예요,4.0,53,3.7,0
209,프리퍼커피로스터스,맛이 있다구요,1.0,39,3.2,1
210,프리퍼커피로스터스,여기 주변 카페들에 비해서 월등히 맛있고 분위기도 좋아요,4.0,25,4.0,0
211,프리퍼커피로스터스,음료양이 가격에 비해 너무 적어요,2.0,11,4.0,1
212,프리퍼커피로스터스,레몬마들렌 ㅈㅁㅌ 이거먹으러 다시갈거임바스크치즈케이크 바스크맛은 별로 안나고 담백하고 무난한 치즈케이크오레오 쿠키 무난한 르뱅쿠키맛피치젤리 어쩌고 맛있음 근데 피치가 없으면 더 맛있을듯토피넛라떼 아 이거 맛있음 진하고,5.0,12,4.7,0
213,프리퍼커피로스터스,레몬마들렌 일주일에 번은 먹음 최고,5.0,3,2.3,0
214,프리퍼커피로스터스,깔끔한 분위기에 커피가 정말 맜있어요 사장님도 정말 친절하시고 우리동네 핫플입니다,5.0,1,5.0,0
215,프리퍼커피로스터스,까망 동키 맛있어요 커피 잘 안 마시는데 흑임자크림이랑 호로록 호로록 먹었어요,5.0,24,4.0,0
216,프리퍼커피로스터스,코코팜 같은거 존맛,5.0,133,3.7,0
217,프리퍼커피로스터스,예술의 전당 왔다가 커피 맛집 찾아서왔는데 오랜만에 괜찮은 커피집 찾아서 남편이랑 신나함 원두도 사왔는데 역시나 맛있고이 쪽에 올 일이 잘 없어서 아쉽지만 일을 만들어서라도 다시 찾을 예정 커피맛 잘 유지해주세용,5.0,4,5.0,0
218,프리퍼커피로스터스,사람들도 엄청 많고 거리 두기도 없고 모르는 사람을 옆에 않게 하고 엄청 시끄럽고 불편했습니다 그나마 케이크 먹으려 했는데 케이크 맛도 없고 쓴 돈이 아깝네요 ㅠㅠ 별 도 아까웠습니다,1.0,5,2.6,1
219,프리퍼커피로스터스,아메리카노 천원 밖에 안함,5.0,46,2.9,0
220,프리퍼커피로스터스,큰 기대없이 먹었는데 인절미 티라미수 엄청 맛있었어요,5.0,131,4.1,0
221,프리퍼커피로스터스,커피 괜찮고 티라미수 안에 에스프레소샷이 들어있는건지 특이하긴한데 맛있어요,4.0,98,4.2,0
